ssm,rzsm,tws,asst,psm,sst,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,runoff
6.56700754,320.318939,2250.54053,286.874908,2250.47632,286.874908,6.69E-07,11.93,13.92,10.27,10.57,122.265625,308.45312,364.76562,1240.7812,1853.1641
6.44450188,319.865936,2249.71851,284.994141,2249.70776,284.994141,2.14E-06,12.15,15.87,8.43,8.25,125.21875,317.0625,371.1328,1212.0547,1730.7109
6.39871693,318.231995,2247.43555,287.369202,2247.41675,287.369202,6.11E-06,13.84,17.49,9.03,9.11,116.71094,296.96875,351.75,1239.1016,1684.2188
6.41551399,317.288635,2245.43994,287.364563,2245.39404,287.364563,3.38E-06,12.82,15.86,11.01,10.14,105.359375,268.2422,318.4375,1169.8906,1638.4375
6.4830718,317.938324,2245.14575,286.001709,2245.05444,286.001709,4.91E-07,11.85,13.07,9.85,11.17,95.11719,242.69531,288.1875,1060.7734,1541.5938
6.4321847,317.411377,2243.67017,288.496521,2243.59814,288.496521,4.52E-06,13.72,16.59,9.69,11.2,89.10156,230.39062,273.125,978.0078,1423.5625
6.63437891,318.784027,2244.21509,287.608429,2244.11353,287.608429,4.91E-07,12.46,13.75,11.38,11.72,81.8125,212.04688,253.25,925.16406,1313.8281
6.39794159,319.024078,2243.56421,287.557312,2243.55518,287.557312,5.98E-06,13.49,17.28,10.85,8.28,88.578125,237.14062,278.03906,924.6172,1259.625
6.45154667,318.122894,2241.88379,287.419464,2241.81494,287.419464,1.37E-06,12.76,14.15,11.17,10.01,83.03125,225.42188,270.4297,991.0156,1247.5469
6.50602388,317.90976,2240.85278,288.688049,2240.77246,288.688049,3.66E-06,14,17.47,11.08,11.3,75.85156,206.875,248.4375,943.90625,1262.5391
6.40380239,318.146759,2240.16309,288.763824,2240.14526,288.763824,5.52E-06,14.72,19.4,11.26,11.53,68.8125,188.52344,226.86719,859.77344,1226.0859
6.43126345,317.31189,2238.35962,288.703583,2238.34082,288.703583,2.92E-06,13.32,16.59,10.78,11.72,61.148438,168.79688,203.14062,777.6328,1134.2969
6.4515667,317.373779,2237.43628,288.116241,2237.34668,288.116241,2.65E-06,13.91,18.12,10.9,12.04,57.765625,157.25,188.19531,722.78906,1034.625
6.53604269,318.465088,2237.88623,286.72345,2237.76685,286.72345,9.19E-07,12.09,14.38,8.21,11.3,54.859375,147.79688,176.92969,693.0469,979
6.44925833,318.344116,2237.45972,288.05307,2237.34961,288.05307,3.13E-06,12.86,15.65,8.84,11.14,51.734375,139.98438,167.57031,661.0703,938.97656
6.50793886,318.607605,2237.40186,287.582153,2237.29297,287.582153,9.82E-07,13.33,15.31,11.75,12.46,50.867188,138.92188,166.32812,649.3281,908.58594
6.49421358,319.042725,2237.70557,287.302185,2237.59082,287.302185,2.46E-07,12.77,14.13,9.99,11.86,47.375,129.21875,156,652.1875,908.84375
6.44949245,318.412994,2236.698,288.971558,2236.65576,288.971558,3.45E-06,14.4,17.63,10.63,11.9,44.171875,122.5625,147.83594,621.2969,900.91406
6.61714268,319.592987,2236.99292,279.250397,2236.98291,279.250397,2.23E-06,4.04,12.44,0.98,-6.15,41.6875,118.546875,142.46094,590.4922,862.1172
6.39582109,318.662659,2234.93018,276.237152,2234.92944,276.237152,2.31E-06,3.58,7.78,0.12,-6.1,37.890625,108.92969,132.61719,560.60156,824.9922
6.38996553,317.408295,2233.19043,279.064941,2233.18872,279.064941,2.26E-06,5.59,10.71,0.53,0.54,34.140625,98.140625,119.69531,518.84375,781.7656
6.3469243,316.076508,2230.97119,279.984711,2230.97119,279.984711,4.78E-06,7.57,13.83,1.03,-0.29,31.125,90.78906,111.16406,478.09375,727.8281
6.34126425,315.072235,2228.97559,281.654358,2228.97461,281.654358,3.78E-06,7.52,13.76,1.48,2.25,28.546875,84.60156,103.49219,444,674.9219
6.29840326,314.001831,2226.44629,280.647675,2226.44482,280.647675,4.63E-06,6.46,12.85,0.21,-2.21,26.570312,78.53125,95.90625,410.2578,626.08594
6.27728224,312.701477,2223.57104,280.750122,2223.5708,280.750122,5.69E-06,7.47,13.65,0.52,-0.21,24.0625,71.69531,87.74219,378.5547,579.21875
6.2901063,312.109802,2221.56763,280.86264,2221.56274,280.86264,3.39E-06,6.79,12.57,0.48,2.57,22.75,68.63281,82.60156,346.89062,534.0156
6.34037209,312.410156,2220.55713,280.263153,2220.54297,280.263153,7.57E-07,5.74,10.87,0.23,3.35,24.382812,69.78125,82.109375,320.64844,491.22656
6.31381702,312.540863,2219.41968,282.508759,2219.41211,282.508759,1.07E-06,8.13,11.95,1,5.19,25.023438,69.19531,81.46094,302.3125,453.07812
6.41972828,313.375336,2219.00757,282.086639,2218.95898,282.086639,4.40E-07,7,9.19,2.24,6.47,24.492188,66.59375,78.125,285.9922,423.9297
6.31629276,313.535553,2217.92896,284.050232,2217.91577,284.050232,3.07E-06,8.55,14.37,1.81,5.74,23.34375,63.664062,74.78906,275,414.72656
6.36160994,313.717102,2217.00439,281.59375,2216.96265,281.59375,3.24E-07,6.43,8.78,3.75,5.45,21.695312,59.046875,69.78125,265.98438,410.21094
6.34726429,313.485657,2215.64111,285.206207,2215.61743,285.206207,2.47E-06,10,13.79,3.36,7.11,19.84375,54.117188,64.35156,253.25,395.27344
6.2985754,313.595123,2214.33667,284.575104,2214.32861,284.575104,2.45E-06,9.99,12.69,7.81,0.82,19,51.671875,60.9375,240.58594,379.6172
6.27288771,312.36441,2210.70996,280.625549,2210.70654,280.625549,2.56E-06,6.21,10.01,1.36,-3.11,17.882812,48.773438,57.882812,229.71875,363.7422
6.25929928,311.42099,2208.19287,280.186127,2208.19238,280.186127,3.66E-06,6.52,10.94,0.84,-1.35,16.226562,44.523438,53.421875,217.67969,344.64062
6.2618041,310.934845,2206.25952,280.616455,2206.2583,280.616455,3.05E-06,6.87,12.23,1.9,1.35,14.6328125,40.585938,49.054688,205.44531,324.07812
6.25465679,310.531158,2204.37329,280.476715,2204.3689,280.476715,3.01E-06,6.09,11.87,-0.58,2.74,13.296875,37.59375,45.625,195.59375,303.33594
6.27014732,310.464783,2202.90479,280.994537,2202.89624,280.994537,1.37E-06,6.72,12.6,-0.5,3.78,12.1640625,35.570312,43.210938,188.39844,284.22656
6.33860922,310.820282,2201.93652,283.252014,2201.88647,283.252014,1.23E-06,9.6,12.94,3.71,6.52,11.3203125,34.195312,41.640625,183.26562,268.3047
6.33673143,312.065857,2201.96045,283.013062,2201.88916,283.013062,1.39E-07,8.48,9.34,7.7,7.66,11.21875,34.65625,41.882812,181.85156,257.97656
6.30080366,312.011871,2200.60303,283.8573,2200.58887,283.8573,1.76E-06,8.95,12.69,5.4,4.49,10.765625,34.125,41.757812,184.52344,254.53906
6.2505455,311.501221,2198.09546,278.75708,2198.09473,278.75708,2.57E-06,4.4,9.93,-0.27,-4.16,11.734375,38.8125,46.921875,189.91406,255.38281
6.25081158,310.754761,2195.79492,279.975555,2195.79419,279.975555,3.00E-06,6.97,12.26,-0.24,1.21,11.2734375,37.992188,47.804688,201.07031,259.10156
6.24598885,310.340363,2194.16113,280.915039,2194.15991,280.915039,2.75E-06,6.47,12.83,-0.08,1.21,10.484375,34.867188,43.882812,200.44531,262.46094
6.20853424,309.615417,2192.16626,280.511292,2192.16602,280.511292,4.16E-06,7.05,13.65,-0.2,-0.11,10.0859375,32.804688,40.710938,190.60938,263.9922
6.21404552,308.915863,2190.22656,280.476166,2190.22632,280.476166,3.19E-06,7.71,13.8,1.89,1.23,9.9375,31.859375,39,181.07031,259.28125
6.21262217,308.588501,2188.74878,281.06134,2188.74805,281.06134,2.84E-06,6.79,13.16,0.13,2.19,9.828125,31.390625,38.289062,174.96094,250.04688
6.2030797,308.223907,2187.1228,282.214874,2187.12231,282.214874,3.28E-06,7.61,14.7,-0.1,2.98,9.734375,31.0625,37.859375,171.5,240.77344
6.43864012,309.125977,2186.85693,283.21756,2186.81348,283.21756,9.59E-07,7.87,11.13,1.52,5.64,9.6875,30.828125,37.578125,169.60156,234.80469
6.49203682,314.151672,2191.15234,280.373962,2191.08643,280.373962,8.28E-08,6.71,9.25,4.56,6.04,10.0625,32.34375,39.15625,175.64062,246.60938
6.32990074,314.135315,2190.61719,278.737366,2190.61353,278.737366,5.78E-07,6.09,10.31,2.35,2.99,10.75,35.335938,44.0625,196.97656,279.59375
6.32537651,313.575653,2189.50098,282.966919,2189.49292,282.966919,1.78E-06,7.74,11.62,2.21,4.31,10.40625,34.125,43.75,212.0625,300.6172
6.44362307,314.742676,2190.16016,282.030731,2190.13818,282.030731,2.74E-07,6.91,8.61,5.88,5.73,12.4609375,38.40625,46.703125,214.05469,315.65625
6.31469154,314.450104,2189.12646,281.116547,2189.12305,281.116547,1.24E-06,6.1,10.14,1.25,-0.1,13.8203125,43.507812,53.742188,224.83594,335.25
6.298594,313.320038,2187.08813,280.716766,2187.06689,280.716766,2.37E-06,6.58,10.84,0.63,0.5,12.796875,40.921875,52.21875,237.20312,346.78125
6.3718152,313.683807,2186.93506,280.505402,2186.87549,280.505402,1.46E-07,6.2,8.47,3.9,5.15,11.546875,37.34375,47.734375,231.96875,349.71875
6.33484888,313.643982,2186.41479,281.858459,2186.37012,281.858459,3.71E-07,5.81,8.22,3.64,4.86,10.875,35.328125,44.765625,219.42188,348.39062
6.28890562,313.298462,2185.29297,282.370819,2185.28369,282.370819,1.55E-06,7.03,9.22,3.61,0.73,10.34375,33.65625,42.46875,207.9375,338.14062
6.22976542,311.876587,2182.12524,279.915314,2182.12476,279.915314,3.14E-06,4.28,10.08,-1.42,-5.83,9.953125,32.09375,40.265625,198.10938,321.32812
6.25573111,311.06665,2180.04541,279.091553,2180.03345,279.091553,1.24E-06,3.86,7.26,-1.68,-1.55,9.625,30.765625,38.296875,189.10938,303.14062
6.24440193,310.536865,2178.42993,277.897766,2178.42822,277.897766,1.67E-06,4.95,9.55,0.92,0.52,9.375,29.921875,36.859375,180.01562,285.23438
6.26558495,310.488129,2177.47876,277.442169,2177.46533,277.442169,5.51E-07,4.2,8.4,0.58,1.53,9.25,29.4375,36.09375,172.04688,268.375
6.24817705,310.302765,2176.36304,278.022095,2176.3584,278.022095,1.55E-06,4.79,10.63,0.44,0.88,9.15625,29.140625,35.671875,165.73438,253.125
6.26168871,310.296783,2175.44922,279.6138,2175.44287,279.6138,4.99E-07,4.68,9.42,0.47,2.33,9.109375,29.09375,35.484375,161.09375,240.07812
6.27410889,310.197266,2174.4126,280.231232,2174.40186,280.231232,1.44E-06,6.29,11.65,0.45,2.99,9.296875,29.484375,35.6875,158.01562,229.46875
6.35491133,311.620575,2175.07153,279.187164,2175.0271,279.187164,6.25E-08,3.9,8.59,-1.51,2.43,9.953125,30.015625,36.21875,156.60938,221.9375
6.30721045,311.624084,2174.33032,281.40979,2174.30127,281.40979,1.37E-06,6.77,12.25,-1.75,3.02,9.75,29.609375,36.109375,156.54688,217.65625
6.50519753,313.905182,2176.02222,277.247437,2175.98413,277.247437,6.41E-08,2.51,4.39,0.64,0.25,9.40625,29.296875,35.6875,157.46875,216.59375
6.35125542,314.427734,2175.99414,275.114014,2175.97412,275.114014,2.87E-07,1.42,3.56,-0.6,-4.66,9.0625,28.5,34.953125,158.8125,219.28125
6.34314966,314.268311,2175.50415,275.09314,2175.47314,275.09314,1.68E-07,1.61,3.85,0.06,-2.49,8.890625,28.046875,34.296875,156.32812,220.1875
6.31163597,313.695618,2174.56592,274.973663,2174.5564,274.973663,6.57E-07,2.08,5.04,-1.45,-2.2,8.796875,27.75,33.921875,152.75,217.73438
6.2861557,312.947052,2173.29956,276.019501,2173.2981,276.019501,1.54E-06,3.76,8.78,-1.37,-3.32,8.703125,27.46875,33.578125,150.20312,213.84375
6.29045725,312.412109,2172.1687,277.578949,2172.16089,277.578949,1.08E-06,4.35,8.87,0.23,0.05,8.625,27.203125,33.25,148.54688,209.8125
6.31485748,312.452667,2171.64795,276.394531,2171.61865,276.394531,2.94E-07,3.72,7.17,0.33,1.68,8.5625,27.140625,33.25,148.45312,207.3125
6.28002262,312.112305,2170.47778,279.411682,2170.47217,279.411682,1.10E-06,4.06,9.52,0.11,0.9,8.46875,26.765625,32.984375,148.28125,206.46875
6.2898221,311.900024,2169.26025,278.569061,2169.24683,278.569061,3.89E-07,4.01,6.67,1.2,1.26,8.390625,26.53125,32.5625,146.96875,205.54688
6.2667284,311.554901,2167.88086,280.287964,2167.87402,280.287964,7.89E-07,4.94,8.79,0.91,1.62,8.3125,26.328125,32.28125,145.82812,204.23438
6.29463911,311.539246,2166.81494,278.696777,2166.79932,278.696777,2.96E-07,6,9.15,2.56,2.51,8.28125,26.140625,32.015625,144.75,202.57812
6.29368544,311.574615,2165.87793,280.021759,2165.84766,280.021759,3.65E-07,5.55,8.64,2.67,3.72,8.21875,25.9375,31.78125,143.09375,201.26562
6.29581738,311.517242,2164.80176,280.082489,2164.77124,280.082489,4.52E-07,6.13,9.15,2.07,3.25,8.140625,25.703125,31.515625,141.5625,199.95312
6.3095727,311.864624,2164.24023,279.277924,2164.19263,279.277924,9.08E-08,5.43,7.84,1.27,4.24,8.09375,25.515625,31.28125,140.35938,198.82812
6.26607847,311.598999,2162.96558,278.785187,2162.95679,278.785187,1.30E-06,6.05,10.97,1.04,2.35,8.1875,26.234375,32.015625,139.32812,197.98438
6.33208895,311.769592,2162.1958,280.160309,2162.16162,280.160309,1.92E-07,4.77,7.79,0.44,3.26,8.046875,25.75,31.703125,138.92188,196.48438
6.24664783,311.535461,2160.49512,277.375549,2160.49463,277.375549,2.16E-06,4.54,9.59,0.16,-4.4,7.953125,25.515625,31.28125,138.0625,195.4375
6.24434471,310.855408,2158.42578,278.920807,2158.42212,278.920807,1.66E-06,5.38,10.48,0.89,0.64,7.84375,25.015625,30.8125,136.70312,194.5625
6.20246792,310.108063,2155.93359,279.588013,2155.93311,279.588013,2.44E-06,4.46,9.47,0.79,-5.06,7.765625,24.65625,30.328125,135.0625,191.95312
6.32868862,309.851715,2153.96436,280.896973,2153.93994,280.896973,1.84E-06,5.9,10.36,1.05,1.2,7.6875,24.40625,30,133.5,189.32812
6.29113436,311.184418,2154.2002,277.23938,2154.16626,277.23938,1.74E-07,4.2,6.92,0.24,2.99,7.609375,24.171875,29.71875,132.375,188.73438
6.25208473,310.891144,2152.90967,278.887543,2152.90454,278.887543,1.11E-06,5.77,11.09,0.09,1.15,7.546875,23.9375,29.4375,131.17188,189.07812
6.23697281,310.411255,2151.2605,279.678558,2151.25879,279.678558,1.58E-06,5.86,11.61,0.84,1.8,7.484375,23.71875,29.15625,129.92188,187.0625
6.2364912,310.040649,2149.71289,280.390717,2149.70898,280.390717,1.15E-06,6.58,11.03,0.88,2.78,7.65625,24.484375,29.65625,129.04688,184.20312
6.24587345,309.916046,2148.45288,279.037415,2148.44434,279.037415,6.49E-07,6.21,10.5,0.39,3.08,7.71875,24.71875,30.140625,129.40625,182.07812
6.2621026,309.867126,2147.28931,281.69928,2147.27515,281.69928,6.42E-07,6.76,10.03,0.72,3.4,7.78125,24.5,29.90625,130.03125,180.71875
6.50458908,312.300385,2148.81641,280.729126,2148.76001,280.729126,3.62E-08,6.31,7.63,4.9,5.77,7.84375,24.40625,29.75,130.4375,181.34375
6.33500862,313.570221,2149.52515,279.463348,2149.47974,279.463348,6.72E-08,6.13,7.48,4.71,4.99,8,24.9375,30.25,132.53125,191.375
6.35390377,313.495056,2148.89014,278.62674,2148.86963,278.62674,1.34E-07,5.27,7.44,2.65,2.99,7.75,24.375,30,136.75,204.5625
6.30812979,313.386169,2148.1084,278.446564,2148.10352,278.446564,3.24E-07,4.29,9.61,0.4,0.73,7.625,23.96875,29.5,138.65625,208.375
6.40045214,313.190002,2147.20776,278.886444,2147.1853,278.886444,2.62E-07,4.98,7.99,0.14,2.52,7.40625,23.40625,28.875,137.75,207.9375
6.55136538,315.7789,2149.53589,278.509735,2149.46069,278.509735,1.55E-08,4.22,5.66,2.97,3.7,7.3125,23.1875,28.75,135.84375,208.8125
6.43635464,316.809357,2150.71851,278.360199,2150.68628,278.360199,1.01E-07,4.04,7.46,1.84,2.01,7.34375,23.875,30.3125,137.0625,214.65625
6.49096107,316.964111,2150.96851,277.55545,2150.95532,277.55545,2.38E-07,3.49,6.22,1.77,0.8,7.21875,23.90625,31.09375,141.90625,219.8125
6.36826944,316.843506,2150.84058,276.667603,2150.82959,276.667603,6.89E-07,3.78,7.73,0.96,-2.15,7.125,23.5625,30.96875,144.6875,222.21875
6.32385445,315.302399,2149.177,278.396118,2149.16309,278.396118,9.69E-07,4.05,7.71,0.55,-0.9,6.96875,22.875,29.90625,142.625,222.6875
6.32176828,314.364746,2147.89502,276.449005,2147.88599,276.449005,2.93E-07,3.34,7.64,-1,-0.88,6.90625,22.34375,28.8125,137.46875,219.53125
6.32542467,313.514618,2146.43115,278.690155,2146.40234,278.690155,1.24E-06,4.47,8.24,-0.99,-0.87,6.8125,21.9375,27.9375,132.03125,213.71875
6.42051744,314.411804,2146.80542,276.682953,2146.77075,276.682953,9.90E-08,2.18,6.18,-2.06,-0.31,6.75,21.71875,27.375,127.5625,205.875
6.3043046,313.853363,2145.7478,277.356476,2145.72852,277.356476,8.93E-07,3.74,7.74,-2.07,-1.38,6.6875,21.5,26.90625,124.15625,197.78125
6.32204008,313.431335,2144.71216,276.438446,2144.69214,276.438446,2.96E-07,3.09,6.4,-0.05,0.25,6.625,21.3125,26.53125,121.21875,190
6.29515409,312.74176,2143.27075,278.703308,2143.25,278.703308,1.04E-06,5.34,9.11,-0.36,0.25,6.5625,21.09375,26.21875,118.8125,183.53125
6.55036545,314.223389,2144.06567,278.538239,2144.02515,278.538239,2.24E-07,3.83,6.64,1.82,2.58,6.53125,21.09375,26.5,118.375,180.40625
6.42887592,316.463074,2146.198,274.960663,2146.17432,274.960663,6.73E-08,1.04,3.83,-2.3,-1.43,6.4375,20.78125,26.125,120.90625,187
6.33915758,315.386841,2145.01807,274.888977,2145.01196,274.888977,2.02E-07,1.21,5.2,-2,-2.95,6.375,20.5625,25.65625,121.5,194.21875
6.30929518,314.272552,2143.48022,275.13205,2143.46777,275.13205,4.04E-07,2.39,6.31,-1.84,-3.1,6.3125,20.34375,25.375,119.0625,192.65625
6.29038906,313.314392,2141.87866,276.496124,2141.86646,276.496124,8.06E-07,3.36,7.17,-0.78,-1.4,6.25,20.15625,25.15625,116.375,188.0625
6.28187466,312.610901,2140.45166,278.157104,2140.4397,278.157104,6.93E-07,3.97,6.94,-0.22,-0.1,6.1875,19.96875,25.03125,114.53125,182.96875
6.26617765,311.76828,2138.71069,280.504639,2138.69971,280.504639,1.42E-06,5.66,10.11,0.06,0.7,6.15625,19.90625,25.15625,113.625,179
6.27450705,311.557343,2137.52905,279.193634,2137.52051,279.193634,1.08E-06,5.56,10.14,1.25,1.76,6.1875,20.25,25.96875,114.78125,177.65625
6.27206516,311.281311,2136.19043,279.951355,2136.18042,279.951355,7.31E-07,6.16,9.39,0.82,3.14,6.09375,20.03125,26.3125,119.6875,177.96875
6.25393963,310.962128,2134.86108,280.054047,2134.85474,280.054047,5.20E-07,5.84,10.5,1.35,3.35,6,19.78125,25.8125,124.53125,179.4375
6.27851152,310.588745,2133.29346,283.146057,2133.27148,283.146057,1.65E-06,8.66,13.17,2.17,4.51,5.96875,19.65625,25.28125,126.875,182.4375
6.44299746,312.23645,2133.95361,281.026062,2133.92041,281.026062,3.37E-07,6.86,10.61,2.64,5.83,6.9375,22.875,27.34375,130.84375,190.59375
6.495996,314.276459,2135.44312,277.885925,2135.40796,277.885925,8.07E-08,3.67,6.86,1.27,2.3,7.75,26.21875,33.125,147.53125,213.9375
6.34436083,315.100769,2135.80566,278.046265,2135.80005,278.046265,6.84E-07,4.61,8.38,1.06,-2.9,7.5625,27.21875,37.65625,173.40625,241.25
6.28483772,313.796478,2133.56055,276.858887,2133.55737,276.858887,1.03E-06,3.27,7.83,0.41,-5.62,7.03125,25.25,36,186.9375,259.15625
6.44218731,313.67868,2132.71558,278.64978,2132.68628,278.64978,9.61E-07,3.78,7.58,0.66,-0.54,6.5625,23.25,32.96875,180.875,271.75
6.43437147,315.257965,2134.06641,277.784943,2134.0249,277.784943,3.11E-07,3.29,7.31,-0.08,1.36,6.28125,21.9375,30.78125,168.96875,276.25
6.38836718,315.277435,2133.93896,278.970245,2133.90649,278.970245,8.30E-07,4.05,9,0.18,1.66,6.0625,21.0625,29.34375,158.75,271.90625
6.39206696,315.331787,2133.81934,276.949677,2133.79883,276.949677,3.78E-07,4.15,7.57,-0.38,1.44,5.875,20.4375,28.40625,150.4375,262.15625
6.31350613,314.321869,2132.44067,278.790466,2132.43359,278.790466,1.17E-06,5.71,9.39,-0.21,0.96,5.75,19.90625,27.4375,143.25,251.625
6.29814005,313.42511,2130.99585,279.840515,2130.99048,279.840515,8.38E-07,5.13,9.38,0.33,1.7,5.71875,19.78125,26.59375,136.96875,239.875
6.21793222,311.902283,2128.52393,283.364288,2128.52319,283.364288,3.91E-06,8.13,14.73,-0.05,1.84,5.65625,19.3125,25.8125,130.9375,227.84375
6.27008295,311.162689,2126.65552,282.180969,2126.64771,282.180969,9.64E-07,7.12,11.84,1.38,4.09,6.625,21.75,26.9375,127.6875,219.21875
6.22727919,312.125488,2175.23413,283.857208,2175.23267,283.857208,4.63E-06,7.83,13.85,1.23,-2.22,7.28125,23.6875,29,130.34375,214.8125
6.1624918,308.641876,2120.19238,283.928101,2120.19141,283.928101,3.21E-06,9.66,14.01,2.63,1.67,7.15625,23.34375,28.96875,133.25,211.53125
6.17543554,307.865479,2117.73535,282.514496,2117.73242,282.514496,1.63E-06,8.83,13.33,3.67,4.91,7.34375,23.75,28.84375,133.3125,211.03125
6.14452362,307.099365,2115.31299,283.777802,2115.31079,283.777802,3.00E-06,8.94,14.19,1.5,4.69,9.6875,29.9375,33.875,133.53125,213.34375
6.10536861,305.94696,2112.26587,285.354309,2112.26587,285.354309,5.01E-06,12.03,18.11,2.31,4.92,15.53125,42.75,46.8125,140.90625,215.71875
6.1894474,305.754822,2110.39502,284.687103,2110.38062,284.687103,1.03E-06,9.71,13.98,5.31,7.84,22.75,57.875,63.84375,162.59375,221.6875
6.12125349,305.488312,2108.35474,285.355469,2108.34814,285.355469,4.15E-06,11.51,18.15,6.32,6.66,29.125,73.28125,82.03125,207.375,244.15625
6.09973097,304.756989,2105.61206,286.644531,2105.60962,286.644531,3.76E-06,12.57,17.45,6.85,8.39,30.9375,80.6875,92.65625,271.15625,285.8125
6.04415751,303.480957,2102.44067,288.649292,2102.43945,288.649292,6.03E-06,14.19,20.72,6.16,9,34.3125,89.875,102.1875,330.90625,351.28125
6.04508638,302.515594,2099.55762,288.686493,2099.55347,288.686493,3.27E-06,15.66,20.73,7.12,10.32,38.375,101.21875,115.0625,417.8125,438.46875
5.98530722,301.124481,2096.06006,291.412506,2096.05908,291.412506,7.24E-06,17.68,23.27,9.95,12.43,37.84375,102.8125,118.75,527.75,546.4375
6.09204817,300.337097,2093.1626,293.186371,2093.14771,293.186371,5.81E-06,18.49,23.46,13.69,14.35,36,99.78125,116.15625,633.25,668.96875
5.97090816,300.216248,2091.13135,292.985077,2091.12817,292.985077,7.29E-06,19.5,24.46,14.38,12.79,47,133.53125,151.84375,769.25,807.40625
6.06351519,299.476379,2088.43726,294.152191,2088.43408,294.152191,7.18E-06,19.23,25.56,13.28,14.5,45.0625,130.28125,154.78125,891.375,959.5
5.83705044,297.840546,2084.81812,293.777222,2084.81421,293.777222,1.15E-05,18.79,25.76,12.86,11.18,41.6875,121.71875,145.09375,897.0625,1060.375
5.95050907,296.426392,2081.5354,294.192535,2081.5127,294.192535,6.71E-06,17.85,22.59,12.62,15.29,38.375,110.65625,132.78125,873.53125,1074.2188
6.21463442,299.728302,2083.01392,290.315857,2083.01099,290.315857,3.28E-06,13.49,17.62,7.72,10.56,45.59375,120.25,139.34375,831.9375,1046.125
5.94173908,298.978668,2080.67017,291.81369,2080.66602,291.81369,5.36E-06,17.38,22.93,8.9,12.49,57.375,147.875,170.625,840.34375,1030.6875
5.95360947,297.873047,2077.9187,292.354034,2077.91064,292.354034,4.25E-06,17.04,20.3,14.47,14.97,54.5625,143.03125,168.59375,837.03125,1043.0312
6.16681862,298.708099,2077.07251,288.84552,2077.06445,288.84552,1.96E-06,14.28,19.33,9.03,12.24,49.84375,132.65625,156.65625,776.71875,1025.8125
6.34603739,302.309204,2079.14404,283.560822,2079.13428,283.560822,8.18E-07,9.94,12.19,7.67,6.02,51.34375,140.125,163.875,759.4375,981.59375
6.28412342,305.234558,2080.81226,283.316437,2080.79443,283.316437,9.90E-07,10.03,14.02,7.05,5.33,59.25,164.25,191.125,840.71875,986.96875
6.12427092,305.849854,2080.36499,283.418671,2080.35889,283.418671,2.44E-06,10.31,14.44,6.04,5.4,55.9375,158.28125,188.3125,893.59375,1063.6875
6.07819653,304.61438,2078.00586,286.138763,2078.00195,286.138763,2.94E-06,11.38,16.04,7.26,7.61,50.90625,143.28125,169.96875,837.25,1093.875
6.0858469,303.698334,2075.88184,287.627594,2075.87524,287.627594,2.23E-06,12.75,15.66,9.19,7.97,46.59375,130.09375,154.34375,754.03125,1020.28125
5.95980978,301.622162,2072.54053,286.776184,2072.5354,286.776184,5.33E-06,13.54,18.01,9.05,3.28,47.65625,133.5,157.25,708.40625,916.4375
5.94742441,299.636322,2069.18066,286.303955,2069.17749,286.303955,5.57E-06,12.33,17.18,8.42,5.78,44.28125,122.53125,146.1875,686.34375,856.75
5.88352156,297.751892,2065.82397,288.357117,2065.82031,288.357117,7.03E-06,13.65,18.3,9.07,7.23,40.25,111.03125,132.75,621.375,815.46875
5.98086405,297.081818,2063.59717,287.524139,2063.58667,287.524139,2.18E-06,13.91,15.88,10.84,9.31,37.3125,102.75,122.03125,570.75,746.0625
5.8911972,296.217163,2061.13696,289.428406,2061.13184,289.428406,3.88E-06,13.95,17.19,10.97,10.62,34.375,95.53125,113.75,534.5625,689.125
6.54477167,300.237091,2063.51147,286.691498,2063.49951,286.691498,6.15E-07,12.19,16.74,8.55,10,31.8125,88.6875,105.8125,502.78125,653.375
6.54030609,316.866791,2150.68188,285.076324,2150.64429,285.076324,1.13E-06,10.77,14.29,7.12,8.94,32.59375,91.90625,109.125,496.4375,651.84375
6.0989852,305.568848,2066.63892,285.629181,2066.6311,285.629181,4.52E-06,11.35,14.98,6.51,7.52,30.46875,86.46875,104.875,525.875,675.3125
6.02025604,303.442627,2063.54688,287.257965,2063.54541,287.257965,6.78E-06,12.98,18.15,7.87,7.98,27.4375,78.0625,95.0625,505.59375,687
6.09890223,301.941437,2060.90967,287.913635,2060.8894,287.913635,5.59E-06,12.65,16.5,9.63,8.77,24.96875,70.375,85.6875,463.4375,666.15625
6.12664223,302.540375,2060.33569,286.580536,2060.28662,286.580536,1.65E-06,11.02,13.56,7.7,9.83,22.75,63.90625,77.78125,423.4375,626.4375
6.02019262,301.618317,2058.19629,288.544861,2058.18506,288.544861,5.03E-06,13.11,19.34,8.63,9.45,20.5,57.6875,70.5625,389.1875,583.84375
5.98057747,300.069916,2055.427,289.280426,2055.42139,289.280426,5.89E-06,14.62,20.36,8.04,10.62,18.25,51.375,63.15625,355.53125,537.4375
5.99163246,299.104034,2053.1958,288.846222,2053.18872,288.846222,3.16E-06,14.31,20.09,10.04,10.98,16.53125,46.46875,57,322.28125,492.1875
5.8588376,296.798065,2049.55225,291.77182,2049.5481,291.77182,1.23E-05,18.32,23.77,11.9,11.14,14.78125,41.78125,51.5,293.75,448.96875
5.7396698,293.390869,2044.66833,294.512665,2044.66602,294.512665,1.68E-05,19.45,26.48,13.29,12.62,13.09375,37.34375,46.21875,269.96875,409.40625
