time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,runoff
20100320,3.84252357,-3.87154579,498.316254,207.559418,191.382202,9.20E-09,0,689.699097,1.90E-05,283.758545,689.698425,52.7679443,0,73.7447128,283.758545,0,0,-84.9159698,2.14E-05,2.39E-06,0.000653313,875.62,8.55,15.39,2.93,0,-4.02,1.92,-1.45,-0.77,19632148,22724112,13.5625,36.84375,45.3125
20100321,4.12114096,17.4047775,497.592468,163.545502,191.188919,2.21E-06,0,688.785278,2.20E-05,287.255981,688.781433,64.7918167,0,52.6029625,287.255981,0,0,-28.7396164,2.63E-05,2.05E-06,0.003895513,867.96,12.89,17.9,4.35,0.94,5.17,2.7,0.13,-0.33,15433618,17872336,12.0625,33.375,41.375
20100322,4.53793573,-21.7760811,496.913513,80.8556671,194.536728,2.28E-06,0,691.461914,1.77E-05,280.151886,691.450195,51.5895844,0,25.3354607,280.151886,0,0,-25.720644,2.09E-05,9.41E-07,0.011644293,874.89,4.77,9.71,1.66,8.69,-0.1,2.26,-2.07,-0.46,9169372,10633814,11.34375,32.0625,39.28125
20100323,4.23408747,-7.1218729,496.624084,99.7964401,196.987381,2.73E-06,0,693.628479,6.28E-06,279.719788,693.611389,23.5791721,0,57.074852,279.719788,0,0,-26.2646542,9.56E-06,5.43E-07,0.017016487,874.04,5.47,8.19,2.58,1.01,1.65,1.26,0.33,-0.39,8281000,10097756,15.875,43.46875,48.8125
20100324,4.21088696,-16.7389965,496.565216,115.098457,197.715454,1.09E-06,0,694.282532,1.64E-05,277.567017,694.280701,45.6248245,0,21.4088326,277.567017,0,0,-64.8106155,1.85E-05,9.73E-07,0.001851794,883.4,3.58,8.21,-1.81,2.19,-4.08,2.2,-1.72,-0.79,9183332,10978392,16.84375,45.9375,54.71875
20100325,4.04006815,6.02310801,496.486908,192.460297,196.292389,7.09E-07,0,692.783081,1.47E-05,280.692963,692.779236,42.1855965,0,80.368927,280.692963,0,0,-63.8748894,1.71E-05,1.68E-06,0.003798428,883.05,4.28,9.38,-0.43,0,-4.03,1.78,1.34,-0.49,13863536,16389732,15.71875,43.21875,52.15625
20100326,4.16842413,-6.68976498,496.283508,92.8935089,195.968323,1.80E-06,0,692.260437,6.29E-06,279.364014,692.251831,21.3921032,0,30.9903793,279.364014,0,0,-47.2043457,8.67E-06,5.83E-07,0.00860812,880.44,3.45,7.32,-3.33,1.3,-0.14,1.32,0.22,-0.14,8094520,9498542,14.125,39,47.5
20100327,4.01516438,17.9041615,496.048889,216.833786,195.087952,1.82E-08,0,691.137146,1.45E-05,284.203613,691.136658,41.2428856,0,68.6618652,284.203613,0,0,-89.0140533,1.67E-05,2.23E-06,0.000298961,879.89,7.84,15.01,-0.36,0,0.83,1.56,1.15,-0.33,20202208,23572184,13.78125,37.15625,44.5625
20100328,4.27997828,10.2297306,495.729523,141.248306,194.760925,1.77E-06,0,690.502441,1.38E-05,284.247314,690.490356,43.3229942,0,69.9841461,284.247314,0,0,-17.7078953,1.76E-05,2.03E-06,0.012006571,875.2,9.79,14.08,3.97,3.79,4.11,2.38,2.27,-0.36,12507900,14547930,13.59375,36.03125,43.125
20100329,4.40099525,0.971246004,495.579376,71.9351349,197.895752,3.42E-06,0,693.492249,7.67E-06,283.453278,693.475098,28.7404823,0,20.876379,283.453278,0,0,-21.3523102,1.17E-05,5.64E-07,0.01713278,875.01,8.98,12.86,4.38,2.26,6.12,1.18,0.48,0.25,7040914,8181946,15.03125,40.59375,47.375
20100330,4.10715675,8.8863554,495.624481,193.490585,197.362701,1.49E-06,0,692.994507,1.28E-05,284.830017,692.987122,41.1265793,0,89.9084091,284.830017,0,0,-53.5635719,1.67E-05,2.41E-06,0.007323526,873.59,9.57,14.84,4.77,0.2,3.69,1.46,0.94,0.03,17340928,20153834,14.875,41.5625,50.4375
20100331,4.45461178,-14.5964661,495.674896,41.4237442,199.110367,2.70E-06,0,694.791931,1.45E-05,280.389069,694.785095,43.4261169,0,-18.3163662,280.389069,0,0,-30.9231834,1.76E-05,4.01E-07,0.006695295,876.34,5.43,9.43,-0.54,12.42,2.89,2.12,-1.7,-0.02,3782376,4397430,13.46875,38.3125,47.53125
20100401,4.06906366,-4.59026146,495.8526,211.051605,197.892975,2.85E-09,0,693.745728,1.42E-05,280.910553,693.745544,40.7221947,0,91.8557587,280.910553,0,0,-83.0594177,1.65E-05,2.31E-06,0.000142815,879.04,6.65,12.15,0.89,0,-3.44,1.24,-0.72,-0.65,19595874,22790170,17.9375,49.59375,57.6875
20100402,4.11512184,5.90388727,495.80719,130.659912,196.791214,1.67E-06,0,692.608765,1.15E-05,282.191315,692.598389,36.9284325,0,50.9823036,282.191315,0,0,-36.8416557,1.50E-05,1.77E-06,0.010371794,877.16,8.09,12.47,3.32,0.07,2.05,2.23,2.16,0.15,13627788,15855618,17.8125,50.25,62.125
20100403,4.15883589,-3.91909862,495.668213,80.9937134,196.421829,1.98E-06,0,692.107971,6.76E-06,281.104187,692.089966,23.7608013,0,23.5505657,281.104187,0,0,-37.6041374,9.63E-06,8.91E-07,0.017929575,874.32,7.3,10.72,1.66,0.08,3.75,1.81,1.57,-0.06,7986054,9295336,17.03125,46.46875,57.3125
20100404,4.03851652,17.5586452,495.474823,219.290451,195.423676,4.14E-07,0,690.9021,1.28E-05,285.851013,690.898438,39.6865807,0,76.0954742,285.851013,0,0,-85.9424515,1.61E-05,2.88E-06,0.003601189,872.54,10.21,17.31,3.13,0,4.92,1.59,1.14,-0.15,19555942,22770104,15.9375,43.09375,53.15625
20100405,3.86967182,16.1726894,495.176483,187.312027,193.708908,9.93E-07,0,688.88739,2.79E-05,287.804108,688.885315,81.3479004,0,26.1386337,287.804108,0,0,-63.6541824,3.30E-05,4.12E-06,0.001978084,876.32,11.04,18.17,2.97,2.54,1.31,2.2,-2.02,-0.5,14760824,17194024,14.25,38.75,48.0625
20100406,3.90611148,4.68414116,494.714172,185.458054,191.779709,6.14E-07,0,686.49823,1.56E-05,285.930847,686.493896,47.34058,0,79.3326569,285.930847,0,0,-54.0992241,1.92E-05,2.93E-06,0.004340888,880.82,10.41,15.01,4.88,1.25,3.54,1.12,0.45,-0.33,15004470,17485272,13.78125,37.6875,46
20100407,4.42144394,-9.66507149,494.211456,49.7269211,194.249115,2.80E-06,0,688.479797,4.51E-06,281.949341,688.460632,18.964592,0,23.5536861,281.949341,0,0,-16.8778152,7.69E-06,3.78E-07,0.019212186,879.7,6.95,9.37,3.96,9.13,5.81,1.01,0.77,-0.46,3849428,4487268,12.78125,35.8125,44.28125
20100408,4.08304787,-2.9060657,493.894775,142.44809,194.552658,9.07E-07,0,688.450439,7.92E-06,282.495819,688.447449,25.6054592,0,60.4587059,282.495819,0,0,-59.2879639,1.04E-05,1.56E-06,0.002992068,871.47,8.45,13.84,4.39,0.26,5.04,1.88,1.6,0.05,15532912,18114678,14.6875,42.15625,50.5
20100409,3.9862318,18.2857132,493.56839,201.990341,193.640259,1.60E-07,0,687.209656,1.55E-05,287.380707,687.20874,46.0945778,0,65.8745956,287.380707,0,0,-71.7332687,1.87E-05,3.02E-06,0.001005225,869.45,12.46,18.28,6.07,0.25,6.1,1.29,-0.28,0.11,18839584,21979660,14.21875,41.78125,52.59375
20100410,4.07407999,6.96590614,493.156708,103.5756,192.781631,1.76E-06,0,685.95105,8.44E-06,285.649933,685.938293,28.8375034,0,56.0484428,285.649933,0,0,-11.7180262,1.17E-05,1.49E-06,0.012728711,869.41,10.52,13.26,6.98,0.8,4.68,1.38,0.18,-0.38,9933006,11594516,12.6875,37.40625,47.53125
20100411,4.36065626,1.02999723,492.752106,76.9237366,194.167892,3.87E-06,0,686.934204,7.47E-06,285.848785,686.920044,30.7342968,0,32.9885139,285.848785,0,0,-12.1865578,1.25E-05,1.12E-06,0.01417625,868.12,12.07,16.3,5.34,7.11,8.51,1.73,-0.17,-0.35,9955950,11625206,12.125,35.46875,44.375
20100412,4.09559393,-23.7155609,492.561462,83.8307724,195.629898,1.19E-06,0,688.194092,1.85E-05,278.824036,688.191223,51.3097801,0,17.7929497,278.824036,0,0,-38.4449425,2.08E-05,1.13E-06,0.002758482,879.76,3.47,5.23,1.43,0.46,-5.32,2.85,-2.64,-1.02,8194148,9579194,13.5625,40.3125,49.21875
20100413,4.64286709,-22.4829941,492.415009,50.4591904,197.405746,3.42E-06,0,689.838501,6.01E-06,276.397125,689.820679,23.8064041,0,35.4032211,276.397125,0,0,-13.7396078,9.65E-06,2.16E-07,0.017732861,878.35,1.74,4.54,-1.83,9.38,-2.11,1.13,-0.39,-0.45,4212364,5087902,13.15625,39.6875,50.1875
20100414,4.20124817,-7.04133844,492.797546,192.992233,199.632278,2.75E-07,0,692.44043,7.83E-06,278.204834,692.42981,23.1999245,0,113.649734,278.204834,0,0,-63.1775169,9.41E-06,1.30E-06,0.010628803,879.96,4.5,9.16,-1.63,0.21,-0.71,1.08,0.63,-0.34,13294532,20216096,12.75,40.46875,51.5625
20100415,4.11642456,11.4794636,493.156769,232.91008,198.15567,2.34E-07,0,691.313354,1.15E-05,282.596527,691.312378,35.3632507,0,101.034874,282.596527,0,0,-85.0262604,1.43E-05,2.62E-06,0.000922964,878.32,8.3,14.4,3.02,0.28,2.92,1.71,1.52,-0.02,18842200,24575654,13.03125,40.90625,51.875
20100416,4.10503435,6.03498697,493.253632,187.12944,196.860855,1.29E-08,0,690.117188,9.23E-06,282.946228,690.114685,28.555624,0,87.4447327,282.946228,0,0,-65.0891113,1.16E-05,2.33E-06,0.002703483,875.58,9.24,14.39,4.5,0.07,5.27,1.63,1.36,0.01,16586978,19937212,15.46875,44.90625,54.625
20100417,4.12459993,18.40938,493.191345,142.729034,196.026428,9.61E-07,0,689.229553,7.72E-06,286.185486,689.217712,26.533371,0,60.8802338,286.185486,0,0,-36.8987846,1.08E-05,2.08E-06,0.011784252,875.86,11.22,14.43,5.99,0.49,7.54,0.87,-0.15,0.19,10507056,12374400,15.46875,44.53125,55.28125
20100418,4.04233885,22.4845867,493.03717,188.694168,194.877914,2.17E-06,0,687.929199,1.40E-05,289.304718,687.914978,50.7768097,0,75.8654556,289.304718,0,0,-39.5648079,2.06E-05,4.45E-06,0.014105121,871.24,14.66,20.32,9.37,0.04,9.54,1.85,1.71,0,18472468,21647564,14.09375,40.625,50.8125
20100419,4.46210718,12.9320755,492.793457,100.051254,195.638687,3.53E-06,0,688.462524,9.35E-06,288.807922,688.432068,36.7134132,0,35.4576721,288.807922,0,0,-14.9470692,1.49E-05,2.00E-06,0.030395113,869.13,13.98,16.92,10.78,9.59,10.32,0.84,0.11,0.3,8477752,9924542,12.625,36.78125,46.03125
20100420,4.97084951,-7.09769297,493.151001,26.91926,203.596664,4.91E-06,0,696.767334,1.17E-05,285.263031,696.747742,42.4405289,0,-24.3546867,285.263031,0,0,-15.9410744,1.72E-05,5.89E-07,0.019658677,870.65,10.48,14.49,6.11,17.87,8.51,2.2,-1.63,0.83,2445826,2863702,16.34375,46.34375,54.625
20100421,4.0896492,-0.150217697,494.411743,206.389145,202.619675,1.52E-06,0,697.033569,2.92E-05,285.009308,697.031372,93.6450043,0,59.2364159,285.009308,0,0,-53.6581421,3.80E-05,7.20E-06,0.002133811,878.79,8.98,13.8,4.22,0.44,1.48,3.07,-2.97,-0.43,16582534,19418798,27.8125,74.40625,86.59375
20100422,4.04733229,-6.90264225,495.060364,187.691925,199.214157,3.50E-08,0,694.274902,2.02E-05,283.63562,694.274475,64.1198502,0,56.1672096,283.63562,0,0,-74.3086395,2.60E-05,5.81E-06,0.000370043,881.66,9.87,15.28,2.25,0,-1.68,1.81,-1,-0.31,17119778,20054340,29.78125,78.90625,97.3125
20100423,4.01113462,13.9883881,495.183136,232.785889,196.907715,3.00E-07,0,692.092834,2.02E-05,286.482849,692.090759,64.4997559,0,79.1671219,286.482849,0,0,-75.1222076,2.62E-05,5.64E-06,0.00198781,877.3,11.22,16.37,5.87,0.44,3.93,2.44,2.25,-0.28,21397550,25070002,27.15625,71.375,88.8125
20100424,4.34936094,1.11358297,495.02005,127.765358,196.510956,4.69E-06,0,691.553955,1.11E-05,285.418213,691.530823,45.2548218,0,62.218647,285.418213,0,0,-19.1859665,1.83E-05,2.55E-06,0.022940071,874.06,10.76,14.2,7.28,6.43,6.67,2.3,1.55,-0.12,9746906,11422660,24.28125,63.5625,79.25
20100425,3.97865939,-10.1814022,494.94104,153.569611,196.373322,7.80E-07,0,691.315247,2.78E-05,283.227966,691.314453,83.8151855,0,-0.759288967,283.227966,0,0,-80.698204,3.40E-05,5.37E-06,0.000874253,881.06,9.03,14.41,2.66,0.01,-2.51,2.66,-2.43,-0.34,17344030,20330190,24.53125,64.125,78.25
20100426,3.96379423,7.70949507,494.722473,247.340988,194.148743,5.14E-10,0,688.871277,1.61E-05,285.408234,688.871094,51.8440819,0,89.1766739,285.408234,0,0,-98.6040268,2.10E-05,4.91E-06,6.36E-05,879.05,11.08,16.19,4.85,0,1.85,1.52,1.1,0.21,23164296,27159046,22.71875,59.78125,74.34375
20100427,3.93634677,15.1203451,494.32724,247.920303,192.739258,2.12E-10,0,687.066528,1.80E-05,288.260468,687.066406,57.0974388,0,76.0672302,288.260468,0,0,-99.6335449,2.31E-05,5.18E-06,4.10E-05,875.37,13.27,19.27,4.16,0,6.07,1.57,0.64,0.07,22753510,26683512,20.34375,53.25,66.40625
20100428,3.84756088,14.1486206,493.804749,251.960419,190.803818,1.31E-07,0,684.610168,1.89E-05,289.531281,684.608459,63.629467,0,77.1736984,289.531281,0,0,-97.0009689,2.58E-05,6.80E-06,0.001586345,875.94,14.9,21.23,7.63,0,4.34,1.28,0.04,-0.35,23088128,27082500,18.21875,47.6875,59.4375
20100429,4.0479846,14.6205854,493.143646,214.776001,190.29364,2.46E-06,0,683.44342,1.33E-05,290.503235,683.437256,49.8296776,0,79.2815704,290.503235,0,0,-71.0442657,2.02E-05,4.46E-06,0.006120113,875.77,15.48,21.9,9.02,0.1,9.65,1.43,0.61,-0.02,20593720,24162382,16.25,42.78125,53.40625
20100430,3.88506532,18.9249477,492.468964,242.221985,189.608383,1.87E-06,0,682.079895,1.85E-05,292.580872,682.077332,66.8373413,0,66.757988,292.580872,0,0,-89.6961212,2.71E-05,6.71E-06,0.00254264,876.48,16.32,23.43,9.03,0,8.14,1.25,0.23,-0.19,22478026,26379222,15.65625,39.90625,49.03125
20100501,3.84721947,20.2286015,491.869995,209.285919,188.455704,2.49E-06,0,680.331848,1.57E-05,293.53952,680.325684,61.1605835,0,60.9789734,293.53952,0,0,-66.9146729,2.48E-05,6.59E-06,0.006152463,874.16,16.99,23.79,11.27,0.05,11.02,2.17,1.8,-0.16,21069256,24731572,14.46875,36.9375,45.5
20100502,3.90124083,15.5543938,491.333862,147.186905,187.868927,4.88E-06,0,679.210327,1.31E-05,293.645477,679.202698,57.052002,0,37.2721977,293.645477,0,0,-37.3088951,2.31E-05,5.17E-06,0.007540871,869.73,18.69,23.25,13.85,2.73,13.99,2.5,2.24,-0.35,15812318,18565148,13.03125,33.625,41.4375
20100503,4.57556534,-1.95189464,490.90036,37.5293808,192.81842,4.66E-06,0,683.767944,2.80E-06,290.090607,683.71875,19.1524849,0,9.21680164,290.090607,0,0,-11.1144476,7.77E-06,3.05E-07,0.049162068,866.36,15.45,19.04,11.82,16.58,14.6,0.71,0.34,-0.56,3298966,3874148,11.78125,31.28125,38.5625
20100504,3.96139908,20.0739746,490.81839,185.970795,192.972549,1.70E-06,0,683.794983,1.88E-05,294.519806,683.790833,66.7955704,0,48.5443001,294.519806,0,0,-50.5552444,2.71E-05,6.60E-06,0.00406386,864.36,18.92,24.55,13.1,0.01,12.67,1.26,-0.8,0.04,19898334,23373168,17.3125,53.875,59.9375
20100505,4.00507355,-9.10621643,490.683502,65.1316681,191.574966,2.66E-06,0,682.263611,2.16E-05,289.080627,682.258545,70.2871323,0,-25.7165699,289.080627,0,0,-29.6763134,2.85E-05,4.21E-06,0.005151784,873.05,13.17,16.62,9.87,8.78,6.72,1.64,-1.39,-0.28,7779928,9141188,17.71875,58.6875,71.9375
20100506,3.93981814,-3.37774992,490.486786,189.614792,191.009613,5.68E-07,0,681.500427,1.32E-05,288.600433,681.49646,47.4024544,0,82.9947433,288.600433,0,0,-62.5945091,1.92E-05,5.41E-06,0.00401888,873.87,13.95,19.63,9.65,0.86,7.96,1.29,0.34,-0.2,18113096,21286728,19.71875,62.875,76
20100507,4.09311199,2.52419734,490.216339,143.573792,190.916367,2.67E-06,0,681.150085,7.85E-06,288.541809,681.132751,33.5269432,0,78.5784607,288.541809,0,0,-28.9423656,1.36E-05,3.07E-06,0.017377459,870.04,13.48,15.6,10.62,0.68,9.19,0.68,0.42,0.29,7528490,8849340,18.90625,59.6875,74.15625
20100508,3.96298957,12.61796,489.965454,146.940323,190.812943,2.11E-06,0,680.783997,1.42E-05,291.42926,680.77832,51.7922821,0,32.3279533,291.42926,0,0,-50.2016144,2.10E-05,4.73E-06,0.005621601,868.99,16.38,21.84,10.84,0.36,10.84,1.14,0.11,0.22,15990858,18800960,17,53.34375,66.59375
20100509,3.85751653,-9.22420406,489.701019,105.796982,189.589386,1.30E-07,0,679.291321,1.52E-05,287.447449,679.290222,47.8661423,0,16.8520832,287.447449,0,0,-50.3063583,1.94E-05,4.13E-06,0.000921271,875.96,11.33,13.72,8.45,0.1,2.75,1.49,-0.4,-0.05,9627986,11322736,15.15625,47.5,59.40625
20100510,3.83755589,7.90879488,489.334625,236.406021,188.375397,9.32E-07,0,677.715332,1.49E-05,289.646393,677.709961,55.7502632,0,100.231606,289.646393,0,0,-72.5140381,2.26E-05,6.81E-06,0.005309616,872.68,14.55,19.95,10.24,0.01,8.64,1.98,1.79,0.03,21412418,25187266,13.5,42.34375,53.03125
20100511,3.97692823,6.63241434,488.877563,124.365524,187.976685,5.61E-06,0,676.866089,1.07E-05,289.756805,676.854126,51.2952919,0,42.0789185,289.756805,0,0,-24.3593807,2.08E-05,4.49E-06,0.011854312,871.67,15.63,19.25,12.8,0.23,10.53,2.2,2.07,0.04,13715264,16136664,12.03125,37.84375,47.4375
20100512,4.25725031,-4.53995085,488.467316,50.5770836,190.182083,6.46E-06,0,678.681641,4.32E-06,287.379211,678.649536,28.8656559,0,12.2406845,287.379211,0,0,-14.011301,1.17E-05,9.25E-07,0.032251351,870.04,13.77,15.9,11.74,2.12,11.3,1.31,1.16,-0.29,5079628,5977696,11.0625,34.625,43.15625
20100513,4.35694647,-1.44648588,488.233734,69.5150986,192.533188,6.82E-06,0,680.816528,3.24E-06,287.237244,680.766846,27.120863,0,27.2660542,287.237244,0,0,-16.5740223,1.10E-05,9.40E-07,0.049592458,873.88,13.85,17.5,10.34,4.38,10.92,0.81,-0.46,-0.26,7583554,8926682,11.25,35.4375,43.125
20100514,4.09340954,2.71547103,488.213196,116.779182,193.228607,4.03E-06,0,681.453613,9.15E-06,288.305573,681.441711,41.3135605,0,50.8039703,288.305573,0,0,-21.9497948,1.67E-05,3.58E-06,0.011805576,872.7,14.11,18.1,10.93,0.92,9.82,1.24,0.99,-0.23,12483462,14697336,11.65625,36.375,44.6875
20100515,4.53621817,-0.575990438,488.304626,42.0206947,195.32962,5.51E-06,0,683.693542,3.91E-06,286.793549,683.634216,24.741497,0,15.8806667,286.793549,0,0,-1.97197127,1.00E-05,6.11E-07,0.059292927,869.22,12.92,14.19,11.58,2.57,10.4,1.66,1.34,-0.87,4226130,4976934,11.28125,35.03125,43.4375
20100516,4.48144436,0.488112569,488.904541,40.2913589,199.188171,5.79E-06,0,688.121155,3.59E-06,287.37204,688.092834,25.6291294,0,-17.2625446,287.37204,0,0,-31.4339027,1.04E-05,1.01E-06,0.028444449,871.39,12.45,15.04,8.82,1.03,11.07,0.84,-0.4,-0.15,3725330,4385710,11.4375,35.875,43.8125
20100517,4.25340509,-3.64089155,489.782654,100.860092,198.733765,6.82E-06,0,688.525879,1.65E-05,287.107239,688.516357,67.1622009,0,8.02680492,287.107239,0,0,-29.320837,2.72E-05,3.90E-06,0.009467159,873.82,11.57,18.46,5.47,4.7,7.81,1.93,-1.67,0.62,10910030,12840190,11.46875,36.1875,44.5
20100518,4.04012823,6.40637779,490.400177,180.467255,196.661667,1.01E-06,0,687.067017,1.53E-05,287.931885,687.061951,58.7733078,0,46.6751442,287.931885,0,0,-68.6031189,2.38E-05,7.51E-06,0.005143123,873.74,13.19,17.06,8.67,0.19,4.67,1.22,-0.66,-0.19,15913304,18723230,12.78125,40.125,48.09375
20100519,4.01381731,15.5369778,490.662262,232.240616,194.450043,1.26E-06,0,685.117859,1.89E-05,291.312286,685.112366,75.7671661,0,73.2082748,291.312286,0,0,-67.7286453,3.07E-05,1.06E-05,0.005561206,871.41,15.93,20.92,11.35,0,7.61,1.18,0.91,-0.02,19106468,22472810,12.53125,39.25,48.375
20100520,4.51401615,-1.69959414,490.798584,45.7846794,196.369965,8.08E-06,0,687.210693,4.23E-06,287.848663,687.168335,32.675869,0,5.77738857,287.848663,0,0,-9.03136539,1.32E-05,9.40E-07,0.042147506,871.34,13.47,14.61,11.51,4.93,10.7,0.6,-0.28,0.01,3356186,3946316,11.4375,35.875,44.4375
20100521,3.99444556,6.32616949,491.154572,159.612305,195.951874,1.36E-06,0,687.108276,2.03E-05,289.945465,687.106384,76.2591248,0,21.4406757,289.945465,0,0,-55.585495,3.09E-05,9.25E-06,0.001838778,872.12,15.7,19.35,11.72,0.01,8.65,1.71,-1.59,-0.22,12018008,14127016,13.1875,40.09375,47.40625
20100522,3.9505527,15.8516645,491.280518,253.692337,193.494019,5.09E-08,0,684.775146,1.61E-05,292.735809,684.774475,68.6986542,0,77.8364639,292.735809,0,0,-91.3000565,2.79E-05,1.17E-05,0.000609179,869.06,17.4,23.38,10.45,0,9.59,1.1,0.23,-0.16,23070956,27110660,13.03125,40.1875,49.0625
20100523,3.91256237,20.2909832,491.188354,254.810562,191.627594,8.01E-09,0,682.816223,1.63E-05,294.35675,682.81604,66.4445038,0,84.356041,294.35675,0,0,-83.7132187,2.69E-05,1.07E-05,0.000267483,868.17,18.69,24.69,12.93,0.21,12.73,1.9,1.51,-0.45,23831438,27995560,11.75,36.28125,44.75
20100524,3.80311322,21.6857452,490.933929,208.469574,189.497253,7.18E-07,0,680.4328,2.25E-05,296.141144,680.43103,88.2486115,0,43.9111519,296.141144,0,0,-54.6197624,3.58E-05,1.26E-05,0.00162644,866.98,19.79,24.64,14.48,0.01,13.93,2.21,1.77,-0.7,17660250,20739520,10.625,32.8125,40.4375
20100525,4.65647984,-0.613258183,490.441315,125.050926,191.094009,9.73E-06,0,681.552002,1.88E-05,293.442017,681.535339,87.2238922,0,15.941474,293.442017,0,0,-22.5165405,3.54E-05,6.87E-06,0.01669321,866.69,19.54,25.32,11.15,23.33,15.3,1.91,0.89,0.09,13165602,15456364,9.75,30.09375,37.0625
20100526,4.58802032,-8.92601776,490.618164,73.1582108,199.134338,8.43E-06,0,689.769653,1.52E-05,289.02182,689.75238,67.2648087,0,-5.87312412,289.02182,0,0,-20.6900005,2.73E-05,3.65E-06,0.017155416,872.46,13.44,15.82,11.2,4.91,10.82,1.45,-1.22,-0.13,5147688,6041600,12.71875,45.84375,53.59375
20100527,4.12362766,8.50191784,491.403412,193.580292,198.466858,3.57E-07,0,689.871765,1.34E-05,291.991333,689.8703,59.891346,0,58.1210518,291.991333,0,0,-67.0598679,2.43E-05,1.06E-05,0.001481682,872.74,17.44,22.98,11.87,0,11.19,1.09,-0.57,-0.59,20452832,23996992,15.09375,55.15625,68.5625
20100528,4.03547382,11.9822607,491.857056,215.750397,196.095367,8.89E-08,0,687.953613,1.47E-05,293.403259,687.952332,65.5631409,0,75.3437424,293.403259,0,0,-62.8576851,2.66E-05,1.18E-05,0.001181013,873.33,18.27,23.06,14.24,0.02,13.26,1.25,0.9,-0.05,17171358,20140512,14.5,52.0625,66.40625
20100529,3.97974491,13.4769087,491.995361,208.609238,193.99437,1.30E-06,0,685.992676,1.58E-05,294.614655,685.989685,70.844841,0,51.5152855,294.614655,0,0,-72.7685547,2.87E-05,1.16E-05,0.002917394,871.81,19.32,24.36,13.4,0.03,13.35,1.33,0.78,0.02,18527664,21724244,13.03125,46.40625,59.5
20100530,4.74136639,2.25573421,491.851562,192.160919,196.277557,1.17E-05,0,688.149597,1.70E-05,293.013519,688.128967,89.5325851,0,67.66539,293.013519,0,0,-32.7202301,3.63E-05,7.60E-06,0.020490963,871.7,17.97,22.79,13.41,27.9,15.35,1.17,-0.45,-0.13,12667842,14849284,11.65625,41.34375,53
20100531,5.32614374,-14.856185,492.811096,22.8393211,207.900101,1.08E-05,0,700.744507,5.89E-06,287.664093,700.711121,42.9739685,0,-16.6046753,287.664093,0,0,-11.3292561,1.74E-05,7.66E-07,0.033331793,875.53,12.79,14.4,11.43,25.86,11.94,1.36,-1.3,0.32,2274942,2665876,15.6875,57.375,70.28125
20100601,4.56907272,-2.95781136,495.367584,65.8155899,210.656494,5.90E-06,0,706.051208,6.32E-06,288.259918,706.023987,38.2668495,0,0.349248081,288.259918,0,0,-30.1528931,1.55E-05,3.30E-06,0.027142048,876.94,13.44,16.73,9.46,3.17,10.97,0.99,-0.4,-0.48,7525128,8815540,23.1875,82.625,102.5
20100602,4.30808401,7.56980705,497.629364,181.777374,206.904556,8.60E-07,0,704.53717,1.34E-05,290.95163,704.533691,66.9894791,0,50.4045601,290.95163,0,0,-56.8100853,2.72E-05,1.29E-05,0.003269947,876.41,16.94,21.17,12.07,0.68,10.98,0.89,0.57,-0.03,19234138,22524984,24.46875,85.75,110.375
20100603,4.14938498,11.7883902,499.070953,254.569016,202.777756,4.21E-07,0,701.851929,2.04E-05,292.800293,701.848694,96.6238708,0,60.6241417,292.800293,0,0,-85.5304871,3.92E-05,1.84E-05,0.00320184,875.72,16.88,22.06,10.43,0.03,11.11,1.6,1.23,-0.26,20981860,24564272,22.625,78.25,101.625
