time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,runoff
20140922,6.63298035,-1.88359654,1843.27209,94.7492599,331.167114,2.25E-06,0,2174.45654,2.31E-05,295.349976,2174.43921,92.8973999,0,-29.7779942,295.349976,0,0,-33.5187111,3.77E-05,1.23E-05,0.017374652,960.67,23.05,27.46,19.7,2.11,16.96,2.27,-1.26,-1.16,7964246,9348978,55.203125,112.171875,132.15625,507.09375,899.9531,2091.9062,2152.8594
20140923,6.61856461,-14.1318502,1843.72351,38.9660339,329.673645,2.11E-06,0,2173.41284,9.97E-06,291.743988,2173.39697,38.0913467,0,-14.9650002,291.743988,0,0,-29.9726048,1.54E-05,3.37E-06,0.015745491,964.91,18.83,21.27,16.64,1.24,15.35,2.62,-2.07,0.73,3594195,4213950,60.5625,130.20312,150.64062,554.0156,862.65625,2010.4531,2048.3906
20140924,6.53464508,-2.41421723,1843.83325,156.811844,327.198517,2.16E-07,0,2171.03955,1.79E-05,293.835968,2171.03198,87.7784576,0,13.9090395,293.835968,0,0,-57.5368347,3.56E-05,1.75E-05,0.007820456,964.56,20.43,24.98,15.86,0,15.73,1.69,0.69,-0.14,13806110,16167070,60.71875,134.42188,158.64062,667.4219,880.78125,2045.7188,2050.8594
20140925,6.55949068,4.61353159,1843.27698,118.542671,326.041107,1.38E-06,0,2169.33618,1.42E-05,294.562653,2169.31787,65.4664612,0,8.00325298,294.562653,0,0,-40.4574051,2.65E-05,1.09E-05,0.018093659,961,21.57,25.16,17.66,0.12,17.13,1.97,-0.4,-1.26,12204527,14274113,54.75,122,145.26562,671.2969,946.4531,2210.5156,2190.6719
20140926,6.75378704,3.39780974,1843.08069,55.7440758,327.756378,2.40E-06,0,2170.95117,6.52E-06,294.826508,2170.83667,29.5462189,0,5.9468112,294.826508,0,0,-16.851862,1.20E-05,3.06E-06,0.114149332,960.07,21.26,22.75,20.05,4.56,18.65,1.73,-1.47,-0.65,3631635,4242271,49.390625,109.984375,130.92188,601.40625,947.3125,2295.5312,2309.9062
20140927,6.79388666,-2.74034071,1843.69934,26.6140099,329.660522,3.85E-06,0,2173.5105,1.46E-06,293.937653,2173.35986,14.4143791,0,1.14815426,293.937653,0,0,-13.7929649,5.84E-06,5.28E-07,0.150611639,959.75,20.93,22.24,19.86,5.35,18.84,1.56,-1.49,-0.07,2409177,2810814,47.546875,104.703125,123.953125,559.0781,891.78125,2194.7656,2243.6562
20140928,6.58736372,0.043334048,1844.00793,161.582748,329.222839,1.68E-06,0,2173.24365,1.89E-05,295.371368,2173.23071,94.6823807,0,11.543088,295.371368,0,0,-55.3137207,3.84E-05,1.78E-05,0.01285692,961.29,22.55,28.1,17.49,0,18.25,1.67,-0.65,-0.68,15773689,18381274,52.84375,112.0625,130.4375,595.40625,856.34375,2068.8281,2109.4844
20140929,6.54835701,5.94434738,1843.88318,144.647797,327.000946,1.21E-07,0,2170.90869,1.52E-05,296.231842,2170.88428,73.8276291,0,17.1928043,296.231842,0,0,-47.6799011,2.99E-05,1.46E-05,0.024519868,963.76,22.24,26.49,18.29,0.18,19.33,1.57,0.19,-0.44,12044131,14018144,48.796875,104.859375,124.515625,629.2656,864.40625,2040.25,2054.5625
20140930,7.32188082,6.66763353,1843.81055,104.638527,331.835175,-1.36E-06,0,2175.7832,1.13E-05,296.422546,2175.646,41.3086624,0,28.5000172,296.422546,0,0,-28.1628666,1.67E-05,6.84E-06,0.137435153,962.32,22.61,25.77,19.91,7.88,19.76,2.4,0.48,-1.94,10321507,11998501,44.578125,94.765625,112.375,587.5156,918.8125,2085.4219,2085.0312
20141001,6.90868998,-15.7949657,1846.89661,68.0419388,340.505371,3.27E-06,0,2187.45337,7.58E-06,292.683197,2187.40161,37.1986351,0,4.98033571,292.683197,0,0,-41.6643448,1.51E-05,4.23E-06,0.051446252,963.88,20.86,25.44,16.32,2.16,17.72,1.6,-0.39,-0.92,10725006,12452534,54.109375,119.15625,136.4375,580.59375,983.71875,2167.0781,2160.0938
20141002,6.70325565,-3.66419125,1849.7489,120.930489,335.671661,3.84E-07,0,2185.43652,1.39E-05,293.512024,2185.42065,60.1271515,0,14.0186605,293.512024,0,0,-50.4498825,2.44E-05,1.01E-05,0.016002413,963.04,20.38,25.31,15.88,0.1,17.23,1.54,0.13,-1.05,12121608,14056942,50.6875,115.953125,138.64062,661.28125,998.7969,2208.9375,2219.7812
20141003,6.71859646,6.98606539,1850.90991,143.10437,332.577789,7.88E-07,0,2183.54297,1.49E-05,295.100739,2183.48755,65.9344177,0,20.9749756,295.100739,0,0,-49.2047615,2.67E-05,1.10E-05,0.055344854,962,21.03,23.97,17.4,1.22,17.64,1.66,-1.07,-0.76,8713620,10092851,45.78125,104.34375,124.71875,633.59375,1004.875,2177.3438,2196.6094
20141004,6.62377501,-8.19799423,1850.69739,128.993668,330.656616,1.93E-06,0,2181.36597,2.02E-05,293.464691,2181.354,87.5537796,0,-5.98180199,293.464691,0,0,-55.6253281,3.55E-05,1.34E-05,0.011935203,967.85,21.33,26.65,15.86,0.17,16.24,1.81,-1.55,-0.58,13189742,15258832,41.296875,93.640625,112.078125,570.0625,956.59375,2124.2969,2153
20141005,6.5454278,-2.2097218,1849.96826,172.61821,327.871582,-2.14E-07,0,2177.84692,2.01E-05,293.68219,2177.83936,92.3240204,0,10.1347761,293.68219,0,0,-72.3666,3.74E-05,1.76E-05,0.00702043,970.67,21.5,26.45,16.29,0.03,16.35,1.21,0.23,-0.71,15863637,18330072,37.03125,83.5625,100.125,523.3281,870.0156,1980.5,2026.375
20141006,6.60661173,0.871287167,1848.78625,123.574226,327.130676,4.00E-07,0,2176.00098,1.29E-05,293.770325,2175.91699,53.703167,0,16.2700653,293.770325,0,0,-52.7284164,2.18E-05,8.49E-06,0.084124103,967.82,20.67,25.37,15.95,1.02,17.17,2.23,0.73,-1.29,12937873,14931267,33.15625,74.4375,89.203125,478.26562,793.8906,1822.7031,1866.9219
20141007,6.53936195,-5.43878126,1847.22913,145.603149,326.162842,3.03E-06,0,2173.40845,1.83E-05,293.178986,2173.39258,84.9024582,0,5.50580835,293.178986,0,0,-60.6368904,3.44E-05,1.31E-05,0.01642937,964.97,20.66,26.21,15.47,0,14.61,2.25,0.02,-1.78,15565307,17941906,29.953125,67.375,80.765625,437.04688,737.59375,1696.4844,1732.8906
20141008,6.50380087,1.96098864,1845.42627,148.445328,324.759369,1.40E-07,0,2170.18774,1.91E-05,293.812531,2170.1853,81.8629837,0,10.3931866,293.812531,0,0,-54.2252808,3.32E-05,1.40E-05,0.002069727,963.57,20.78,25.72,16.63,0,14.95,1.74,-0.89,-1.12,12700662,14622204,27.304688,61.40625,73.69531,409.1172,687.3047,1598.125,1629.7422
20141009,6.49680758,3.70887637,1843.72644,93.8596649,323.893646,1.08E-07,0,2167.62646,1.66E-05,294.32843,2167.62036,62.6060333,0,1.51958871,294.32843,0,0,-26.0248032,2.54E-05,8.71E-06,0.006339057,961.82,21.61,25.12,17.94,0,15.28,1.96,-0.27,-1.79,9537417,10967181,25.203125,56.101562,67.28125,380.72656,636.8672,1500.2656,1533.6016
20141010,6.55418062,-4.9615016,1842.15503,60.3129501,323.667358,1.40E-06,0,2165.85889,1.20E-05,292.93866,2165.82251,46.2568359,0,-15.2617807,292.93866,0,0,-34.2806625,1.88E-05,5.31E-06,0.036462698,963.26,20.35,25.16,17.39,0.15,14.48,2.04,-1.16,-1.17,5638160,6475508,22.96875,51.835938,62.289062,353.23438,589.6172,1401.9375,1435.3906
20141011,6.5198431,-19.4659424,1839.69702,98.3565216,324.253601,4.18E-06,0,2163.96191,4.05E-05,289.580963,2163.95093,128.493134,0,-39.0871506,289.580963,0,0,-28.4302673,5.21E-05,7.44E-06,0.011226224,969.24,16.81,22.52,13.43,0.54,6.53,6.89,-6.87,0.02,8976792,10297946,20.890625,48.273438,58.578125,338.875,546.96875,1319.5234,1347.3594
20141012,6.52716398,-20.0443363,1837.00024,23.223217,324.13031,2.06E-06,0,2161.14136,1.69E-05,286.165619,2161.13062,48.8117752,0,-19.0578976,286.165619,0,0,-13.512886,1.98E-05,8.60E-07,0.010690925,974.1,14.08,14.99,12.58,0.07,6.24,3.79,-3.78,0,2451082,2808360,20.429688,47.632812,57.414062,358.23438,519.1953,1264.8906,1284.1172
20141013,6.52254772,-11.9701157,1835.68555,35.4182701,324.045593,1.29E-06,0,2159.76685,6.62E-06,287.056702,2159.7312,22.5486851,0,1.63255143,287.056702,0,0,-23.2065678,9.14E-06,1.23E-06,0.035603013,974,13.51,14.1,12.48,1.63,10.67,1.21,-1.02,0.11,1578170,1806128,19.914062,46.429688,56.015625,387.3672,518.03125,1249.0781,1255.7891
20141014,6.5199194,-4.82264709,1834.70483,70.0554428,323.996918,1.67E-06,0,2158.72974,7.73E-06,288.431335,2158.70142,29.5853958,0,18.3340569,288.431335,0,0,-26.9572411,1.20E-05,2.59E-06,0.027947478,971.95,15.8,18.03,13.03,0.26,12.13,1.12,0.22,0,6317334,7221158,18.351562,42.757812,51.921875,380.375,527.6328,1260.625,1261.1094
20141015,6.75309849,-2.54206467,1833.98877,23.9171963,325.854553,-6.58E-07,0,2159.96826,1.64E-06,288.472076,2159.84326,3.05012012,0,8.48688984,288.472076,0,0,-14.9190998,1.24E-06,2.57E-07,0.125045896,969.23,15.05,16.17,14.48,5.26,13.33,1.21,-1.12,-0.05,1510142,1724126,16.546875,38.695312,47.03125,352.6328,522.9297,1255.8359,1263.2734
20141016,6.74778891,-0.120521329,1833.98999,26.1839638,328.741882,5.10E-07,0,2162.87964,1.55E-06,289.631836,2162.73145,5.74276638,0,7.90729475,289.631836,0,0,-12.6521711,2.33E-06,2.69E-07,0.14774628,969.7,15.7,16.43,14.63,4.75,14.23,1.27,-1.06,-0.51,1396584,1593788,17.351562,40.554688,48.664062,334.95312,524.28125,1233.875,1244.6641
20141017,6.63472462,-1.98808384,1834.50647,47.2535477,329.27948,2.73E-06,0,2163.8479,4.53E-06,290.101715,2163.78613,20.8655167,0,9.80882072,290.101715,0,0,-18.5677433,8.46E-06,1.20E-06,0.061848387,968.65,15.92,17.03,15.18,1.68,14.3,0.99,0.14,-0.84,2001538,2283162,18.007812,42.921875,52,345.33594,527.125,1240.3203,1241.9609
20141018,6.68545771,-3.63083005,1834.83752,44.435627,328.847107,1.75E-06,0,2163.75879,4.94E-06,289.826019,2163.68433,19.6582623,0,4.19413519,289.826019,0,0,-24.2138824,7.97E-06,1.28E-06,0.074075677,964.26,16.14,17.78,14.84,1.26,14.21,1.66,-0.55,-0.7,2152038,2453548,16.820312,40.289062,49.726562,348.4297,516.53125,1252.6953,1255.0859
20141019,6.72255659,4.84787321,1835.06921,70.9211578,329.123505,1.62E-06,0,2164.25854,8.01E-06,291.701477,2164.19287,31.5093765,0,8.66815853,291.701477,0,0,-25.8919506,1.28E-05,3.14E-06,0.065746173,963.26,17.02,19.94,15.12,5.19,15.02,1.17,-0.14,-0.36,5085098,5795120,16.84375,40.664062,48.953125,336.60938,507.2422,1248.6641,1256.0469
20141020,6.64771318,-14.2415648,1835.29663,95.1135406,329.818848,3.14E-06,0,2165.14453,1.12E-05,289.494476,2165.11475,46.8854141,0,4.97005939,289.494476,0,0,-57.5121689,1.90E-05,4.72E-06,0.029105097,965.3,16.82,22.77,10.57,0.01,13.17,2.14,-1.88,0.36,8798640,10022260,18.390625,43.304688,51.539062,338.60156,498.64062,1237.4688,1245.6953
20141021,6.55076361,2.19925022,1835.10596,153.429764,327.682007,1.54E-07,0,2162.79395,1.61E-05,290.972565,2162.78711,63.5143318,0,16.1935577,290.972565,0,0,-71.5173569,2.58E-05,9.50E-06,0.005968978,970.12,18.32,23.79,11.73,0,13.36,1.28,-0.02,-0.93,14949160,17020614,19.671875,45.507812,54.164062,349.78125,493.4453,1248.1875,1247.7969
20141022,6.64376593,-1.50510716,1834.5177,97.8371124,327.349792,-2.14E-07,0,2161.89966,1.14E-05,290.680878,2161.86743,39.4795799,0,8.97405815,290.680878,0,0,-50.8910103,1.60E-05,4.77E-06,0.032063026,969.3,17.72,21.94,13.07,2.69,14.51,1.89,-1.27,-0.75,9325222,10612248,18.460938,42.703125,51.859375,352.95312,489.22656,1284.8047,1277.5234
20141023,6.52954006,0.236643702,1833.94019,144.267914,326.277802,9.86E-07,0,2160.22949,1.42E-05,291.113708,2160.21777,58.0282326,0,22.7441959,291.113708,0,0,-63.2551727,2.35E-05,8.34E-06,0.011490825,966.94,17.61,22.35,13.17,0.02,14.15,1.42,0.17,-0.7,11499640,13081240,16.6875,38.710938,47.101562,336.1328,483.53125,1313.9844,1311.5547
20141024,6.53784943,-1.34425831,1833.06104,99.0590363,325.420258,7.02E-07,0,2158.50098,1.12E-05,290.925751,2158.48193,42.3190155,0,14.9710379,290.925751,0,0,-43.1130142,1.72E-05,5.22E-06,0.019635839,965.87,17.77,22.37,13.3,0.01,13.61,1.4,0.04,-0.78,9751102,11087060,14.9765625,35.09375,42.710938,311.17188,466.91406,1305.0859,1314.6016
20141025,6.5247016,0.950076222,1832.04004,103.076523,324.817932,7.25E-07,0,2156.87695,1.12E-05,291.318481,2156.85742,42.8771667,0,15.4467545,291.318481,0,0,-43.8009567,1.74E-05,5.46E-06,0.019012781,965.83,18.85,22.95,13.73,0.09,14.66,1.44,-0.43,-0.86,10188936,11579458,13.453125,32.234375,39.164062,284.46875,438.42188,1252.0469,1273.8359
20141026,6.57261419,9.06035137,1831.04956,111.457359,324.14209,4.46E-07,0,2155.20972,1.17E-05,293.290253,2155.19165,47.0448532,0,14.4139261,293.290253,0,0,-40.9328079,1.91E-05,6.92E-06,0.018091636,966.94,19.81,24.04,15.42,2.72,15.14,1.49,-0.98,-0.56,10287090,11685700,12.1171875,30.039062,36.515625,259.8828,406.1328,1171.3828,1200.1484
20141027,8.05690575,-2.24361658,1832.29834,33.5184555,343.915527,-1.50E-06,0,2176.33228,3.44E-06,291.477234,2176.21436,9.36348915,0,13.6913881,291.477234,0,0,-12.709507,3.80E-06,1.86E-06,0.118349291,962.34,17.91,19.12,16.78,78.01,16.59,3.19,-1.09,-2.38,2673702,3035748,13.0859375,33.875,40.039062,262.76562,489.89062,1321.1719,1286.0156
20141028,7.01484919,-8.92799854,1840.047,27.3294163,351.584167,3.07E-06,0,2191.67456,8.86E-06,289.771729,2191.63135,31.1747723,0,-4.69268417,289.771729,0,0,-9.77954197,1.26E-05,7.05E-07,0.043286681,963.11,16.89,17.72,16.02,2.61,12.91,2.97,-2.38,-1.74,2192188,2487900,26.828125,73.40625,82.50781,333.0703,661.2578,1676.875,1623.1875
20141029,6.82744312,2.05962396,1845.90417,107.447243,343.573639,6.28E-07,0,2189.49268,1.91E-05,291.608154,2189.47778,62.1990776,0,12.0258436,291.608154,0,0,-31.1610584,2.52E-05,5.47E-06,0.01483211,964.57,17.54,19.76,15.73,1.71,13.17,2.02,-1.21,-1.5,5599386,6352060,30.148438,84.11719,104.35156,450.57812,747.78125,1934.7344,1920.5781
20141030,6.88267136,-2.79596043,1849.82336,63.0696182,339.658386,1.91E-06,0,2189.52856,1.01E-05,290.757141,2189.48193,34.887764,0,10.0950527,290.757141,0,0,-20.8830109,1.41E-05,2.16E-06,0.046799965,964.13,16.87,18.39,15.54,3.91,13.36,2.12,-1.58,-1.23,3923584,4448924,27.734375,76.71094,96.265625,472.53125,773.8281,1922.2109,1960.9844
20141031,6.78945303,-9.41927433,1852.68555,47.1890831,336.604401,4.71E-06,0,2189.32153,1.53E-05,289.515472,2189.28979,52.7433205,0,-10.922677,289.515472,0,0,-14.7965317,2.14E-05,1.34E-06,0.031672381,965.86,15.74,17.79,12.41,5.15,12.08,3.67,-3.62,-0.04,2796454,3169380,28.328125,76.578125,93.9375,451.10938,783.9844,1852.0547,1885.4297
20141101,6.7990818,-22.2346306,1853.99951,16.3716164,335.575867,2.08E-06,0,2189.5874,2.15E-05,285.026855,2189.57544,59.2097855,0,-39.6124458,285.026855,0,0,-19.0133915,2.40E-05,4.08E-07,0.011911233,973.08,12.09,13.31,10.54,3.68,4.98,4.44,-4.19,-0.69,982096,1112564,30.40625,79.88281,96.625,440.03125,764.2969,1795.5,1825.3828
20141102,6.65067625,-21.054718,1854.0813,102.82576,332.540283,1.40E-08,0,2186.62231,1.92E-05,284.142487,2186.62207,57.4132843,0,0.109728992,284.142487,0,0,-66.3616028,2.33E-05,4.04E-06,0.000740099,975.12,12.06,16.91,7.94,0,2.54,2.01,-0.64,-0.15,9422146,10668888,28.773438,75.07031,92.046875,432,733.96094,1730.8906,1764.4062
20141103,6.62146664,-14.824605,1853.8429,131.261246,330.471283,1.36E-09,0,2184.3147,1.54E-05,284.111298,2184.31396,48.2826805,0,22.606041,284.111298,0,0,-75.199791,1.96E-05,4.21E-06,0.000433027,969.5,11.64,16.71,6.62,0,6.26,1.67,0.15,-1.13,12387240,14019988,25.90625,67.16406,82.578125,405.03906,698.6328,1655.1094,1689.5781
20141104,6.61656475,-2.94277954,1853.19006,105.979721,329.278595,1.51E-07,0,2182.47827,1.33E-05,285.756226,2182.46851,40.5399132,0,10.5359831,285.756226,0,0,-57.8447418,1.64E-05,2.96E-06,0.009704215,966.79,12.48,16.11,7.2,1.38,7.2,1.81,-1.31,0.23,7313820,8274224,23.210938,59.773438,73.50781,368.21875,653.0078,1567.0078,1605.3906
20141105,6.57727766,-0.426447719,1852.30225,133.833038,328.073395,1.50E-07,0,2180.37964,1.36E-05,287.066925,2180.37524,46.6417923,0,17.4922123,287.066925,0,0,-70.1197968,1.89E-05,5.19E-06,0.004038059,969.48,14.02,19.68,8.31,0,9.14,1.5,0.01,-0.01,13351070,15097096,21.484375,55.03125,67.21094,333.7578,600.9219,1460.2656,1503.9453
20141106,6.65209484,5.37817669,1851.29578,71.9997559,327.901794,8.05E-07,0,2179.25024,8.42E-06,288.16098,2179.198,27.1413879,0,12.1393614,288.16098,0,0,-27.33428,1.10E-05,1.78E-06,0.052586447,969.34,14.52,17.53,10.44,3.6,11.43,1.87,-0.87,-1.28,6155600,6957424,19.429688,49.65625,60.976562,304.6797,550.35156,1346.5938,1391.625
20141107,6.73228168,-15.6476412,1850.8916,26.789547,329.80896,1.37E-06,0,2180.78516,2.07E-06,285.246094,2180.70044,9.06971359,0,0.137733981,285.246094,0,0,-33.2384644,3.68E-06,2.38E-07,0.084653862,971.48,12.64,15.71,9.72,0.6,9.53,1.74,0.44,-1.36,3755332,4242692,21.867188,56.59375,66.796875,289.20312,517.3125,1245.625,1285.8906
20141108,6.63807964,0.386236161,1850.58972,59.4650993,329.407867,2.37E-06,0,2180.04443,8.88E-06,286.864136,2179.99756,30.6885033,0,8.1920166,286.864136,0,0,-20.1933537,1.24E-05,1.19E-06,0.046921592,969.58,12.62,14.15,10.39,1.14,8.91,2.09,-1.24,-1.34,2934292,3313692,22.59375,60.21875,72.64844,298.6875,505.96875,1185.0078,1211.8047
20141109,6.60558224,-4.82657719,1849.90222,55.7256279,328.74646,1.67E-06,0,2178.67358,1.08E-05,286.574402,2178.64819,34.217041,0,5.12466097,286.574402,0,0,-21.2107067,1.39E-05,1.41E-06,0.024939453,969.54,12.7,13.59,12.09,0.41,8.96,1.85,-0.61,-1.41,2438298,2752148,22.648438,62.226562,74.77344,307.92188,504.8125,1160.1484,1176.2969
20141110,6.59144068,-11.2634363,1849.1344,58.3667717,328.039185,8.02E-07,0,2177.18921,7.95E-06,285.658844,2177.17383,25.1420021,0,4.93802071,285.658844,0,0,-39.5580521,1.02E-05,1.44E-06,0.015611438,970.65,12.52,14.12,9.73,0.62,10.1,1.19,-0.46,0.15,2512534,2834676,21.65625,60.9375,74.13281,311.14062,507.03125,1150.2812,1162.2188
20141111,6.55896425,-5.76072502,1847.86646,126.120796,327.139709,1.52E-07,0,2175.00781,1.79E-05,285.822632,2175.00586,55.3929176,0,9.56442642,285.822632,0,0,-66.9207458,2.25E-05,4.43E-06,0.001689328,971.34,13.83,18.42,9.77,0,5.72,1.92,-1.57,0.06,11518338,12989120,20.164062,56.875,69.64844,305.21094,499.9453,1130.6484,1145.9219
20141112,6.56422424,-10.9460001,1846.46313,50.0199051,326.596741,8.12E-07,0,2173.07568,1.25E-05,284.507965,2173.0603,36.2093697,0,-9.88262177,284.507965,0,0,-34.6437683,1.47E-05,1.34E-06,0.015810855,974.51,12.51,15.71,8.47,0.3,6.47,2.06,-1.18,-1.38,3611808,4071024,18.21875,51.21875,63.0625,290.4453,482.125,1090.9688,1111.9922
20141113,6.56698656,-1.34167373,1845.20532,78.0575714,326.258575,-1.40E-08,0,2171.49561,1.00E-05,285.809235,2171.46362,29.1827679,0,14.0040627,285.809235,0,0,-36.2071533,1.18E-05,1.85E-06,0.031778418,972.57,11.47,14.72,7.98,0.07,8.51,1.64,0.58,-1.01,5166630,5820764,16.304688,45.554688,56.195312,269.2422,456.15625,1036.5938,1061.5703
20141114,6.59968519,-1.72486567,1844.09045,61.7861214,326.568634,2.90E-06,0,2170.69604,9.80E-06,286.205566,2170.65894,33.8955956,0,0.949097812,286.205566,0,0,-28.6661091,1.37E-05,1.05E-06,0.036938649,969.2,13.02,15.96,9.05,0.27,8.29,2.38,-1.52,-0.49,5582410,6286964,14.625,40.796875,50.375,247.92188,427.8672,977.03906,1002.8828
20141115,6.5592289,-11.5821228,1842.59399,68.4636917,326.306793,6.33E-08,0,2168.90332,1.22E-05,284.718018,2168.90039,34.8619728,0,1.88273025,284.718018,0,0,-43.3058662,1.41E-05,1.87E-06,0.002599107,973.05,13.37,16.62,10.97,0.05,7.09,2.39,-1.75,-1.18,7645882,8606204,14.921875,41.554688,49.6875,233.17969,403.5547,922.5625,946.0469
20141116,6.5696125,1.14963114,1841.30859,83.1942215,326.037689,6.04E-07,0,2167.37817,1.12E-05,286.230194,2167.34692,33.9569626,0,12.8430519,286.230194,0,0,-35.2383347,1.38E-05,1.99E-06,0.031909909,974.12,12.4,14.2,10.87,2.23,8.65,2.26,-1.58,-1.43,4050128,4558996,13.8984375,39.046875,47.851562,227.14844,380.6797,876.8594,897.5
20141117,6.5742588,-11.8757038,1840.2887,33.7532158,326.2005,1.53E-06,0,2166.52319,5.47E-06,284.17215,2166.48877,18.3940144,0,0.876398563,284.17215,0,0,-26.3637009,7.46E-06,4.54E-07,0.034114748,976.2,11.77,14.31,9.18,0.23,8.02,1.63,-0.19,-1.37,3821758,4302180,12.71875,35.554688,43.59375,217.1875,361.5547,834.35156,854.10156
20141118,6.55593348,-8.04073429,1839.30115,62.928791,325.975494,9.77E-07,0,2165.30469,7.95E-06,284.418732,2165.2771,24.8203754,0,10.6339102,284.418732,0,0,-35.5175972,1.01E-05,1.14E-06,0.028108917,974.87,10.85,12.9,8.5,0.06,6.12,1.24,-0.73,-0.27,2433172,2739016,11.625,32.695312,40,203.72656,346,798.53906,815.6094
20141119,6.54181957,-2.48607612,1838.15955,94.6321259,325.565887,3.21E-07,0,2163.75635,1.06E-05,285.383362,2163.7251,32.056263,0,20.3014641,285.383362,0,0,-44.7584,1.30E-05,2.05E-06,0.030926164,970.41,12.32,15.44,8.4,0.02,7.8,1.38,0.31,-0.2,8390194,9444440,10.765625,30.820312,37.539062,190.84375,327.39844,767.10156,782.72656
20141120,6.53151131,-6.66062593,1836.94934,82.9840088,325.1763,9.38E-07,0,2162.13647,1.02E-05,284.815887,2162.12622,32.4899826,0,11.2438078,284.815887,0,0,-45.9120865,1.32E-05,1.99E-06,0.010808465,967.23,12.71,15.07,10.12,0.01,7.23,1.47,-0.48,0.51,5028668,5660556,9.9296875,29.117188,35.632812,181.28906,307.77344,734.375,750.375
20141121,6.62438202,4.20704269,1835.82385,57.2559395,325.204132,7.21E-07,0,2161.05469,8.28E-06,286.147461,2161.02808,24.7123184,0,3.55278492,286.147461,0,0,-24.77635,1.00E-05,1.02E-06,0.026694411,966.87,13.61,16.78,11.06,2.76,8.97,1.49,-1.22,-0.24,6657554,7493848,9.265625,27.5625,33.734375,173.74219,288.3672,699.4453,716.21094
20141122,6.6742363,-2.10805631,1835.20117,17.1473274,327.476044,9.24E-07,0,2162.75513,1.83E-06,285.725433,2162.677,7.01098442,0,1.37758756,285.725433,0,0,-10.8658304,2.84E-06,8.99E-08,0.077906996,966.17,12.7,13.63,11.78,2.47,10.22,1.69,-1.42,-0.38,2072738,2333024,8.96875,26.890625,32.671875,167.39844,271.97656,663.7344,681.09375
20141123,6.76671934,-8.99104404,1835.24158,10.7832022,329.582123,2.01E-06,0,2164.8833,3.62E-06,284.489624,2164.82349,13.9393263,0,-4.58116484,284.489624,0,0,-10.4192934,5.65E-06,2.29E-08,0.05954203,966.57,11.67,12.65,10.89,6.65,8.67,3.01,-3,-0.12,868490,977568,9.609375,28.265625,33.5625,164.29688,262.21875,632.4375,648.3828
20141124,6.62067604,-14.9158611,1835.33484,37.8553047,329.062866,9.27E-07,0,2164.42993,6.42E-06,283.135498,2164.39795,19.3449821,0,2.83495688,283.135498,0,0,-30.599041,7.84E-06,4.97E-07,0.032176498,968.36,10.4,12.27,7.72,0.07,6.83,2.01,-1.93,-0.31,1273146,1432804,14.2578125,40.664062,45.945312,174.44531,269.0078,617.09375,626.7422
20141125,6.5851016,-0.656300187,1835.17615,76.7522278,327.963379,3.09E-07,0,2163.1853,8.76E-06,285.035278,2163.13965,25.9045639,0,14.4866419,285.035278,0,0,-37.0127029,1.05E-05,1.43E-06,0.045831658,964.61,11.71,14.76,8.37,0.34,7.97,1.72,0.14,-1.38,6978204,7854488,14.7578125,42.789062,52.046875,212.5625,285.5547,626.58594,626.5
20141126,6.6511569,2.24668956,1834.89099,34.7013168,327.945221,2.32E-06,0,2162.88965,4.65E-06,285.641205,2162.83594,17.8190575,0,2.5187428,285.641205,0,0,-12.1120586,7.22E-06,2.62E-07,0.05348869,960.85,12.28,13.12,10.46,1.1,8.58,2.65,-2.56,-0.38,2064904,2324116,14.4140625,41.148438,50.078125,239.05469,300.46875,643.1328,640.8281
20141127,6.59368467,-7.41512966,1834.46521,35.1183281,327.73999,1.44E-06,0,2162.22607,8.03E-06,284.559113,2162.20532,24.5742855,0,-5.94697189,284.559113,0,0,-23.9083996,9.96E-06,4.89E-07,0.020898663,964.21,12.56,16.24,9.89,0.21,6.72,2.52,-2.28,-0.63,6860218,7721492,14.96875,40.984375,49.21875,242.32031,323.2578,658.3672,655.8594
20141128,6.66133881,3.68426657,1833.98621,35.0876579,327.581848,3.39E-07,0,2161.62573,5.07E-06,286.120178,2161.56836,14.3595428,0,8.23066616,286.120178,0,0,-8.80804443,5.82E-06,4.11E-07,0.057766333,961.95,12.28,13.32,10.57,0.95,9.49,1.83,-1.36,-0.88,3366002,3788656,14.2109375,38.484375,46.671875,233.44531,336.26562,673.08594,671.10156
20141129,6.62609148,-4.47886086,1833.83679,34.931797,328.175812,2.47E-06,0,2162.06738,6.16E-06,286.078339,2162.01245,22.2167969,0,-9.20022011,286.078339,0,0,-26.4017448,9.01E-06,3.85E-07,0.05478555,963.43,12.99,15.23,10.96,0.19,9.28,2.53,-2.04,-0.8,3097270,3486300,14.6796875,39.539062,46.710938,220.92188,338.20312,677.5156,679.7344
20141130,6.56589603,-15.5110369,1832.41077,91.0424957,327.406158,1.87E-07,0,2159.81909,2.80E-05,282.901031,2159.81738,73.1304855,0,-9.0346508,282.901031,0,0,-42.4602242,2.96E-05,1.44E-06,0.002194623,972.74,10.28,13.07,9.04,0,-3.82,4.72,-4.69,-0.38,9454470,10641952,14.5,39.625,47.484375,214.88281,331.25,670.21875,676.60156
