time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,runoff
20170327,4.03309011,17.1793213,495.439209,186.696564,194.383713,8.39E-08,0,689.832153,1.06E-05,285.03595,689.82312,31.1885986,0,75.4309845,285.03595,0,0,-62.8893089,1.26E-05,1.93E-06,0.009221911,864.17,9.42,14.74,3.18,0.03,4.15,2.06,1.51,0.31,18925130,21598538,12.40625,28.40625
20170328,3.94383383,17.4490795,494.860138,200.456207,193.074326,2.23E-07,0,687.937317,1.64E-05,287.292511,687.934387,50.4611931,0,53.9895287,287.292511,0,0,-78.5508499,2.05E-05,3.82E-06,0.002824248,864.03,10.83,18.22,5.17,0.03,2.69,1.33,-0.6,-0.85,19325014,22052082,11.5625,27.21875
20170329,4.32809687,2.08092284,494.21521,49.4230728,193.788559,2.20E-06,0,688.029968,5.91E-06,284.667389,688.003845,20.715004,0,14.1451836,284.667389,0,0,-12.488821,8.40E-06,2.92E-07,0.026172234,865.26,8.84,12.35,4.05,7.66,6.67,1.55,-0.32,-0.58,4091104,4672958,11.0625,27.09375
20170330,4.02081108,-9.93825245,493.687622,164.002701,194.17746,4.62E-07,0,687.867554,1.36E-05,282.61087,687.865051,39.794632,0,55.7885742,282.61087,0,0,-78.3611145,1.61E-05,2.03E-06,0.002476985,869.26,8.4,14.8,0.84,0.04,-1.28,2,-1.42,-0.89,17538438,20025242,14.90625,34.96875
20170331,4.11741304,3.12042737,493.142059,179.134735,193.701935,5.45E-07,0,686.851013,1.49E-05,284.057068,686.844055,44.5384903,0,45.6460075,284.057068,0,0,-85.8302841,1.81E-05,2.57E-06,0.00702706,869.99,8.55,15.5,0.82,0.18,-0.76,1.32,-0.91,-0.63,19376386,22111706,15.59375,36.8125
20170401,3.94797778,17.9373226,492.625061,198.759476,192.675842,1.62E-07,0,685.303833,1.50E-05,286.642029,685.300659,45.8731842,0,60.1743927,286.642029,0,0,-74.7627411,1.86E-05,3.44E-06,0.002942907,866.02,10.52,16.46,3.43,0.03,2.2,1.92,1.4,-0.34,18613596,21235234,14.8125,35.03125
20170402,4.19168949,9.27085495,492.108978,58.3540344,192.724243,9.92E-07,0,684.864075,6.91E-06,285.959869,684.833069,21.1341209,0,16.0397758,285.959869,0,0,-11.9089947,8.57E-06,6.69E-07,0.030849228,863.57,10.03,13.46,6.76,2.9,5.72,1.36,0.91,-0.77,6489220,7401380,13.53125,32.625
20170403,4.18119049,-1.80567443,491.673065,36.5854912,194.041061,1.88E-06,0,685.766235,2.26E-06,284.073212,685.714172,10.5204868,0,12.2616472,284.073212,0,0,-15.6080179,4.27E-06,1.28E-07,0.052080456,861.17,8.65,11.49,4.51,0.36,6.51,0.91,0.68,-0.35,3883008,4430048,13.53125,32.625
20170404,4.02085209,16.0540218,491.307556,151.729324,193.447281,8.70E-07,0,684.764709,1.03E-05,288.117432,684.7547,34.170742,0,49.4426041,288.117432,0,0,-52.0576324,1.39E-05,2.71E-06,0.009885687,859.25,11.89,18.2,6.08,0.03,6.5,1.3,0.76,0.19,18526208,21134454,12.875,31.4375
20170405,4.0653882,7.10998964,490.898041,120.81649,193.040649,6.95E-07,0,683.948853,9.79E-06,287.759705,683.938721,31.008419,0,36.4626045,287.759705,0,0,-46.2372398,1.26E-05,2.08E-06,0.010158519,858.24,12.11,18.24,6.49,0.03,7.26,1.55,1.15,-0.3,14067192,16045076,11.65625,28.96875
20170406,4.04394865,16.9325294,490.458069,143.660248,192.468964,1.99E-06,0,682.966553,9.85E-06,289.36853,682.927124,34.9115219,0,57.378334,289.36853,0,0,-34.4322472,1.42E-05,2.31E-06,0.039529581,856.73,13.55,17.47,8.42,1.52,8.97,1.79,1.58,-0.13,13439800,15327896,10.59375,27
20170407,4.36937714,6.73106766,489.99292,54.8190384,193.783478,3.65E-06,0,683.817261,6.08E-06,288.581024,683.776489,25.5757751,0,16.3693523,288.581024,0,0,-6.14972401,1.04E-05,6.34E-07,0.040857334,857.99,13.29,15.36,10.01,4.16,11.5,0.73,-0.18,-0.23,4349714,4961318,9.96875,26.3125
20170408,4.48536015,-2.60096526,489.73288,64.8902817,195.890915,2.57E-06,0,685.646118,1.11E-05,286.252136,685.62384,35.9089966,0,21.4866276,286.252136,0,0,-10.0982151,1.46E-05,8.86E-07,0.022305688,860.07,11.64,16.42,7.76,4.3,6.71,2.08,-1.75,-1.02,9742944,11114588,11.03125,28.9375
20170409,4.67680645,-10.68085,490.077972,31.0065556,200.903687,3.05E-06,0,691.019897,6.27E-06,283.283051,690.981628,23.3215351,0,12.1356707,283.283051,0,0,-6.23278379,9.46E-06,1.39E-07,0.038248181,860.47,7.59,9.35,4.53,7.66,5.76,1.71,-1.5,-0.74,2823050,3220094,14.1875,34.875
20170410,4.24217129,2.4845562,491.05069,129.656952,201.890793,1.49E-06,0,692.958313,1.38E-05,285.281708,692.941467,43.2996292,0,41.2208405,285.281708,0,0,-42.6485214,1.76E-05,2.23E-06,0.016801696,861.83,9.3,13.72,5.21,1.11,3.31,1.98,-1.69,-0.19,12858970,14663620,18.625,44.65625
20170411,4.19566822,-9.42703152,491.831848,120.993034,200.107376,1.81E-06,0,691.958008,1.11E-05,283.432739,691.93927,36.72752,0,35.8213158,283.432739,0,0,-57.8749962,1.49E-05,2.00E-06,0.018806158,865.48,9.02,13.81,2.36,0.07,1.78,1.42,-0.75,-0.03,10923318,12459216,19.125,46.3125
20170412,4.16440773,11.0272732,492.242554,193.581268,198.424316,5.90E-07,0,690.682678,1.35E-05,286.461914,690.66687,44.7304344,0,65.4615402,286.461914,0,0,-72.3570175,1.81E-05,4.01E-06,0.015810577,865.38,10.8,16.38,5.27,0.08,3.77,1.61,1.17,0.15,19341430,22057530,17.4375,42.25
20170413,4.10908556,12.1567087,492.362701,162.0336,197.104263,8.13E-07,0,689.473328,1.21E-05,287.687683,689.466919,40.8807602,0,47.2692413,287.687683,0,0,-61.7203445,1.66E-05,3.66E-06,0.00638072,860.96,12.7,18.56,7.97,0.08,6.36,2.28,2.07,0.28,20149854,22978446,15.78125,37.8125
20170414,4.06353474,16.0226021,492.279785,150.227173,195.660812,5.79E-07,0,687.949158,1.21E-05,289.916534,687.940552,41.9674034,0,37.6307945,289.916534,0,0,-54.6046715,1.70E-05,4.34E-06,0.008535025,858.78,15.28,20.71,8.86,0.02,8.02,1.49,0.82,0.11,17786426,20281368,14.34375,34.4375
20170415,4.78692532,-2.77309418,492.12677,95.1417999,197.79982,3.87E-06,0,689.954712,1.66E-05,286.79892,689.926575,54.4252892,0,24.5916176,286.79892,0,0,-18.9099636,2.21E-05,1.56E-06,0.028137213,862.33,12.56,18.9,6.01,12.72,5.82,1.88,-1.75,-0.32,11480218,13090146,12.96875,31.34375
20170416,4.38525867,-8.13597012,492.772858,105.644218,202.66803,1.65E-06,0,695.449402,1.31E-05,284.549286,695.440857,41.822628,0,16.0838242,284.549286,0,0,-55.8694801,1.70E-05,2.19E-06,0.008525839,866.13,11.36,16.52,6.73,3.26,3.13,1.71,-1.36,-0.6,12002322,13704152,20.5625,45.75
20170417,4.10221767,13.4649258,493.515076,224.776306,199.778809,1.66E-08,0,693.294434,1.68E-05,288.797058,693.293762,60.8850479,0,58.3752327,288.797058,0,0,-92.0452499,2.47E-05,7.91E-06,0.000553939,861.07,14.55,21.26,7.56,0,4.92,1.72,0.96,0.34,22981444,26266562,23.65625,53.4375
20170418,4.06727982,17.2415657,493.711548,217.192352,197.36618,6.75E-08,0,691.081482,1.50E-05,290.939758,691.077698,56.9559402,0,59.7819176,290.939758,0,0,-83.211441,2.31E-05,8.02E-06,0.003764191,856.67,15.61,22.23,7.85,0.03,9.09,1.56,1.06,-0.13,22319884,25539936,21.90625,49.28125
20170419,4.23373747,-18.4451637,493.623505,122.665565,196.840332,2.35E-06,0,690.477173,1.32E-05,283.53891,690.463745,42.353714,0,48.2083778,283.53891,0,0,-50.5613785,1.72E-05,1.59E-06,0.013333574,862.69,7.74,15.61,1.75,1.53,2.87,2.43,-2.2,-0.75,12463858,14271152,19.59375,43.8125
20170420,3.99396253,-2.80184388,493.490082,163.004044,195.595703,1.79E-07,0,689.087524,1.83E-05,285.16629,689.085754,56.3020744,0,27.2109566,285.16629,0,0,-82.2938538,2.28E-05,4.39E-06,0.001752982,865.11,11.2,18.06,2.54,0,-1.51,1.75,-1.56,-0.66,20797364,23853642,18.28125,40.6875
20170421,3.96841407,-0.402643859,493.179504,186.78537,193.787476,5.57E-09,0,686.967407,1.50E-05,285.013,686.966858,48.7622223,0,47.9732437,285.013,0,0,-90.4482117,1.98E-05,4.80E-06,0.000435112,864.82,10.47,16.63,2.7,0,-3.66,1.27,0.3,-0.47,21549226,24743674,16.59375,37.1875
20170422,3.9634161,9.1160202,492.717163,215.599075,192.405655,3.10E-07,0,685.12915,1.42E-05,287.068726,685.122742,48.8485374,0,76.6964111,287.068726,0,0,-80.9332123,1.98E-05,5.27E-06,0.006344606,862.01,11.98,17.74,5.39,0,3.77,2.11,1.72,0.05,21362032,24560062,14.78125,33.34375
20170423,3.95249057,17.5334663,492.160583,213.844009,191.174377,5.53E-07,0,683.34198,1.43E-05,289.96637,683.3349,53.2513847,0,63.2061996,289.96637,0,0,-79.8490448,2.16E-05,6.73E-06,0.007032061,860.08,14.48,20.83,7.74,0.01,6.82,1.75,1.33,-0.08,22191418,25541728,13.28125,30.125
20170424,4.04758263,21.4830723,491.533356,163.156738,190.809616,1.96E-06,0,682.378967,1.37E-05,292.152985,682.342896,52.6036911,0,39.9798317,292.152985,0,0,-49.0893326,2.13E-05,5.65E-06,0.035981238,860.44,15.32,21.15,10.21,2.23,9.71,0.95,0.52,-0.44,14194654,16353742,12,27.5625
20170425,3.94380498,-5.20526457,490.898468,107.861771,190.386826,1.31E-06,0,681.291016,1.21E-05,287.747894,681.285278,40.6447525,0,24.5172653,287.747894,0,0,-47.908535,1.65E-05,3.09E-06,0.005715818,864.5,13.17,17.78,7.64,0.09,4.35,1.79,-1.13,-1.05,11851266,13674356,11.25,26.375
20170426,4.37296629,-10.3645287,490.246735,99.63414,192.37735,2.55E-06,0,682.680237,9.46E-06,285.307922,682.623962,32.9123039,0,28.9655704,285.307922,0,0,-48.1247597,1.33E-05,1.34E-06,0.056144748,868.73,10.3,16.03,4.31,3.63,6.3,0.85,-0.41,-0.66,9364082,10817590,10.4375,25.3125
20170427,3.96933889,4.12401867,489.774445,206.239899,192.326569,1.48E-06,0,682.10791,1.39E-05,287.531097,682.100952,53.2986145,0,63.1142731,287.531097,0,0,-85.6997757,2.16E-05,6.18E-06,0.006912116,867.33,11.62,17.95,5.14,0.31,3.95,1.27,0.75,-0.32,19913442,23027052,10.625,25.75
20170428,3.90434074,9.08137321,489.28363,227.856445,190.758667,5.09E-07,0,680.046387,1.53E-05,288.969757,680.042236,58.0153542,0,67.2185287,288.969757,0,0,-93.5379028,2.35E-05,7.68E-06,0.004089316,864.09,14.19,20.3,6.54,0.06,4.04,1.49,1.07,0.15,23194466,26852936,10.1875,25.09375
20170429,3.84876466,14.9271393,488.675354,232.660751,189.126816,6.41E-08,0,677.803528,1.58E-05,290.809448,677.802063,59.6780853,0,70.1031342,290.809448,0,0,-87.9491653,2.42E-05,8.35E-06,0.001349982,860.38,15.47,21.83,7.64,0,5.42,1.9,1.51,-0.03,23364008,27080704,9.5,23.90625
20170430,3.82197547,11.6286755,487.932343,215.340958,187.604599,3.93E-07,0,675.54126,1.54E-05,291.58493,675.536865,60.477478,0,58.7874069,291.58493,0,0,-84.4453735,2.45E-05,8.70E-06,0.004306798,859.34,15.87,22.11,8.63,0.18,6.82,1.32,0.88,-0.27,20662972,23977960,8.84375,22.84375
20170501,3.80715585,22.8542976,487.110229,200.935028,186.2798,1.17E-06,0,673.401917,1.59E-05,293.901123,673.390015,62.5658455,0,52.1038017,293.901123,0,0,-63.4101295,2.54E-05,8.27E-06,0.011887162,858.15,17.38,23.71,11.71,0.1,9.85,2.18,1.73,-0.78,20217644,23488980,8.3125,22
20170502,5.27518082,-11.0089197,486.34729,37.8214569,194.889709,5.98E-06,0,681.289551,9.04E-06,288.057465,681.237,37.9104919,0,2.91343164,288.057465,0,0,-8.01917171,1.54E-05,3.55E-07,0.052556671,860.04,12.97,17.36,7.34,40.8,11.29,2,-0.74,-0.25,4898562,5696660,18.21875,35.78125
20170503,4.28849459,-11.0472059,487.222534,109.572411,202.506622,1.70E-06,0,689.738953,1.55E-05,285.715149,689.729065,51.5825729,0,9.58275795,285.715149,0,0,-59.4532585,2.09E-05,3.72E-06,0.009784971,866.15,11.52,16.81,6.48,0.8,3.82,1.99,-1.64,-0.82,14920748,17377932,32.09375,72.5625
20170504,4.15650082,11.6004171,488.287476,196.931549,199.617508,2.24E-06,0,687.917725,1.81E-05,289.585785,687.904968,72.4289017,0,46.1707115,289.585785,0,0,-66.7297821,2.94E-05,9.02E-06,0.012759612,865.6,14.1,19.24,9.19,0.93,6.13,1.96,0.71,-0.21,21425636,24981384,32.59375,78.3125
20170505,4.07845926,-15.937417,488.837494,95.9766693,197.532806,4.01E-07,0,686.382874,1.54E-05,284.475983,686.3703,46.4723511,0,17.9882259,284.475983,0,0,-47.4556541,1.88E-05,3.06E-06,0.012563627,870.89,9.99,13.06,5.8,0.02,-2.02,1.4,-0.62,-0.36,10205068,11913810,28.75,69.25
20170506,4.00543404,8.10223103,488.993927,218.280258,195.228882,2.30E-07,0,684.224548,1.52E-05,288.199188,684.222839,60.3448143,0,63.0193367,288.199188,0,0,-86.8092651,2.45E-05,9.06E-06,0.001727846,866.73,12.1,18.24,6.7,0,3.85,1.09,0.73,-0.34,22662144,26485948,25.21875,60.53125
20170507,4.26793814,-16.1889381,488.93869,71.593338,195.537811,2.81E-06,0,684.493713,6.96E-06,283.341217,684.476562,26.3361473,0,7.66835737,283.341217,0,0,-53.7812805,1.07E-05,9.11E-07,0.017212924,864.66,9.56,12.84,3.89,3.04,4.68,0.97,-0.73,-0.28,9604272,11237484,22.15625,52.96875
20170508,3.98442936,20.0371418,488.872467,232.052322,193.907043,7.50E-07,0,682.787048,1.57E-05,289.699921,682.77948,65.6516876,0,59.4041405,289.699921,0,0,-86.9511871,2.66E-05,1.01E-05,0.007543876,862.05,14.03,20.2,8.15,0.23,5.35,1.27,0.36,0.24,23284634,27277728,21.0625,49.90625
20170509,4.02975321,10.7942209,488.607849,186.551224,192.593231,1.21E-06,0,681.209106,1.34E-05,290.316833,681.201172,55.1912804,0,48.3821564,290.316833,0,0,-72.1794357,2.24E-05,7.72E-06,0.008036485,862.51,15.88,21.86,8.7,0.07,9.13,1.48,0.86,0.11,22024004,25832082,19.34375,45.6875
20170510,4.1333003,12.9112577,488.204468,155.906082,192.110641,2.87E-06,0,680.364441,1.37E-05,291.443146,680.315063,58.8431091,0,36.2703819,291.443146,0,0,-47.8855171,2.39E-05,7.26E-06,0.049303897,864.35,16.35,22.82,10.93,0.8,9.14,1.21,-0.54,-0.15,16740084,19656552,17.4375,41.03125
20170511,3.83602405,1.32134604,487.771515,217.869278,190.426605,1.03E-06,0,678.200867,2.03E-05,290.403534,678.197998,85.0782547,0,33.2701225,290.403534,0,0,-98.1962814,3.45E-05,1.32E-05,0.002745718,864.64,18.51,24.33,12.27,0,1.65,1.58,-0.93,-0.09,22134930,26023864,15.875,37.5
20170512,3.79508209,16.4188156,487.209045,237.413635,188.03241,5.89E-08,0,675.243164,1.76E-05,292.683289,675.241455,77.055748,0,47.8413277,292.683289,0,0,-96.0933685,3.12E-05,1.36E-05,0.001715908,861.53,18.1,25.22,10.61,0,8.4,1.78,1.24,0.2,24080402,28345068,14.25,34.15625
20170513,3.86143684,20.053524,486.459442,207.520966,186.510773,2.22E-06,0,673.013062,1.62E-05,294.769684,672.970215,73.303215,0,49.5272598,294.769684,0,0,-64.6405869,2.97E-05,1.13E-05,0.04284383,860.97,19.21,25.43,12.13,1.74,9.73,1.4,0.86,0.36,20817006,24532628,12.71875,30.6875
20170514,3.93330264,-7.50134039,485.642273,183.035263,186.43457,2.25E-06,0,672.085876,1.65E-05,290.040192,672.076843,62.3797951,0,47.1185341,290.040192,0,0,-81.040802,2.53E-05,6.57E-06,0.009036765,863.59,16.51,22.32,10.24,0.06,7.63,1.49,-1.39,-0.09,21537638,25413144,11.875,28.6875
20170515,3.83963919,-3.22677326,484.822144,214.551117,185.685165,1.41E-06,0,670.517029,1.54E-05,289.147491,670.507507,59.9985161,0,69.4333954,289.147491,0,0,-88.346283,2.43E-05,7.47E-06,0.009695584,865.62,15.02,20.89,8.94,0.23,6.12,1.61,-1.48,-0.29,21069668,24890348,11.0625,27.03125
20170516,3.70307255,9.88526726,483.944916,240.167007,184.217606,1.13E-07,0,668.163757,1.78E-05,291.521088,668.162415,73.2739944,0,51.74543,291.521088,0,0,-105.258659,2.97E-05,1.18E-05,0.001261717,862.47,16.15,23.29,8.36,0,4.38,1.21,0.51,-0.44,24327268,28735288,10.28125,25.6875
20170517,3.74896169,14.1199722,482.951202,213.738434,182.883545,8.33E-07,0,665.856628,1.55E-05,292.834839,665.834656,64.9590912,0,63.8159142,292.834839,0,0,-70.8459015,2.63E-05,9.97E-06,0.021886632,860.1,17.11,23.55,10.96,0.88,7.75,1.94,1.42,-0.48,19575102,23118772,9.53125,24.40625
20170518,3.99130225,8.51965046,481.910034,170.36673,183.687119,3.43E-06,0,665.624268,1.23E-05,292.18454,665.597046,51.4068451,0,67.9141541,292.18454,0,0,-42.5242996,2.08E-05,5.09E-06,0.027093934,860.46,16.29,21.26,11.86,1.29,10.9,1.94,1.72,-0.72,17087492,20180944,9.09375,23.5
20170519,3.80096459,11.3992977,480.971985,136.284836,183.668427,1.55E-06,0,664.654968,9.53E-06,293.15921,664.640503,42.114006,0,32.8085365,293.15921,0,0,-49.9579887,1.71E-05,6.00E-06,0.014542855,858.3,17.24,23.1,12.08,0.1,11.46,1.89,1.41,-0.38,15553630,18364964,9.34375,23.40625
20170520,3.87965131,12.278389,480.05835,133.901855,183.566223,4.18E-06,0,663.690796,9.06E-06,294.216644,663.624512,46.7224731,0,37.5031509,294.216644,0,0,-37.3970947,1.89E-05,5.70E-06,0.066210888,858.48,17.84,22.22,12.53,2.7,13.88,1.28,0.81,-0.49,11602992,13698896,9.15625,23.09375
20170521,4.18496609,10.0337276,479.179016,116.6194,184.907135,7.27E-06,0,664.195557,8.35E-06,294.257019,664.08606,48.7333488,0,27.2617512,294.257019,0,0,-30.5961094,1.98E-05,4.14E-06,0.109409668,858.62,17.86,23.93,13.74,8.06,15.16,0.99,0.17,-0.57,14259082,16833548,9.1875,23.0625
20170522,4.66376972,-29.7045746,478.76358,36.9543495,193.057846,6.38E-06,0,671.871643,6.11E-06,285.356445,671.821472,31.9036045,0,-11.5418291,285.356445,0,0,-46.3039513,1.29E-05,4.37E-07,0.050186683,864.58,10.15,15.6,3.9,9.51,8.55,2.15,-2.07,-0.2,4636056,5472532,12.9375,29.625
20170523,3.89030743,8.83441067,478.880219,237.419098,191.718185,2.19E-07,0,670.599976,1.86E-05,290.482513,670.598328,78.7968521,0,64.4700775,290.482513,0,0,-85.3135681,3.19E-05,1.32E-05,0.001557954,865.11,14.74,20.96,9.17,0,5.67,1.8,-1.35,-1.11,22610806,26686908,17.40625,39
20170524,3.85632777,0.729253411,478.699707,185.155121,189.281311,2.18E-07,0,667.985291,1.54E-05,290.170746,667.980896,67.0273743,0,38.1893425,290.170746,0,0,-79.2039795,2.72E-05,1.16E-05,0.004277754,865.62,16.94,21.7,11.58,0,4.02,0.89,-0.27,-0.64,19716012,23268352,17.21875,38.84375
20170525,3.76534009,8.09576511,478.29895,236.414459,186.745163,1.19E-07,0,665.046875,1.80E-05,291.737122,665.044189,85.4625702,0,43.9684105,291.737122,0,0,-98.8889236,3.46E-05,1.65E-05,0.002738848,865.17,18.17,23.81,11.69,0,3.65,1.09,-0.06,-0.62,24450534,28851400,15.5,34.71875
20170526,3.72955322,7.75743389,477.697937,234.154053,184.457993,8.68E-07,0,662.161011,1.69E-05,292.209961,662.155945,80.2455826,0,53.1166077,292.209961,0,0,-93.0324707,3.25E-05,1.48E-05,0.005055421,863.57,18.61,24.43,13.29,0.28,6.02,1.26,0.95,-0.11,22531178,26583236,13.9375,31.28125
20170527,3.6611836,14.6543941,476.909485,243.487549,182.315125,4.06E-08,0,659.225647,1.68E-05,294.241333,659.224609,82.6954651,0,46.0931358,294.241333,0,0,-100.041206,3.35E-05,1.67E-05,0.001039903,862.34,19.04,26.38,10.03,0,7.75,1.45,0.96,-0.27,24876536,29347208,12.65625,28.875
20170528,3.60931373,20.4531708,475.953522,226.584152,180.431793,1.08E-07,0,656.389282,1.67E-05,296.0224,656.385315,76.5711136,0,57.9809113,296.0224,0,0,-71.5810699,3.10E-05,1.42E-05,0.003967687,859.49,19.93,25.92,14.57,0.01,10.35,2.24,1.8,-0.61,21978134,25924984,11.5,26.8125
20170529,4.07148743,-10.5879717,474.946838,44.3407516,182.128906,4.42E-06,0,657.142334,3.61E-06,289.794037,657.0755,21.691349,0,1.69349587,289.794037,0,0,-31.5456161,8.79E-06,7.62E-07,0.066575371,859.67,16.25,20.42,11.86,4.2,13.29,1.01,0.62,-0.54,7634980,9005396,11.125,25.5
20170530,3.68619323,22.1622696,474.088104,212.780243,181.392715,8.52E-07,0,655.487,1.31E-05,296.41098,655.480713,71.3117447,0,45.0957375,296.41098,0,0,-74.2045364,2.89E-05,1.50E-05,0.006194694,858.13,20.86,28.36,14.14,0,12.23,1.12,0.28,-0.42,22080144,26039132,11.96875,26.25
20170531,3.73084044,8.00225163,473.161469,148.113205,180.522186,2.56E-06,0,653.724304,9.58E-06,294.960205,653.683716,50.1833649,0,40.9652443,294.960205,0,0,-48.9625473,2.03E-05,8.21E-06,0.040649019,856.22,19.81,25.16,15.45,0.12,12.6,1.33,1.04,0.44,14292798,16853736,11.65625,26.03125
20170601,3.66956425,7.06519175,472.231201,203.582062,179.612183,3.62E-06,0,651.871765,1.25E-05,295.089386,651.843384,68.9808731,0,53.4751396,295.089386,0,0,-74.0587997,2.80E-05,1.19E-05,0.028379055,856.31,19.77,27.17,11.92,0.33,11.69,1.38,0.61,-0.72,19643406,23160124,10.78125,24.75
20170602,3.60358381,15.1882544,471.280121,203.230286,178.535461,1.31E-06,0,649.865662,1.36E-05,296.473175,649.815674,65.309082,0,65.3180237,296.473175,0,0,-57.4190369,2.65E-05,1.16E-05,0.050064474,855.5,21.95,26.29,18.38,0.33,11.66,1.49,1.25,-0.07,19201032,22636016,9.9375,23.6875
20170603,4.72165585,-3.63400388,470.242462,52.2702751,182.936737,8.47E-06,0,653.334473,4.38E-06,292.424072,653.179199,34.7812843,0,4.02666807,292.424072,0,0,-17.1027985,1.41E-05,1.25E-06,0.155283406,857.2,17.1,20.68,14.63,27.96,14.23,0.76,-0.39,-0.36,5286370,6231920,9.4375,22.96875
20170604,5.37401485,-11.6505928,470.550446,34.461628,200.517914,8.27E-06,0,671.310059,3.55E-06,289.073975,671.068237,30.008049,0,1.64046562,289.073975,0,0,-14.4629936,1.22E-05,3.42E-07,0.241699696,856.33,14.43,16.93,12.39,26.38,13.78,1.17,-0.96,-0.42,4707104,5548116,15.65625,37.15625
20170605,4.22599268,1.64139068,472.780273,208.774078,201.975113,4.80E-06,0,674.790588,1.47E-05,291.716003,674.755371,96.3646469,0,35.352272,291.716003,0,0,-75.4119644,3.91E-05,1.95E-05,0.035210535,858.88,17.77,22.2,13.66,0.13,9.86,1.34,-0.98,0.42,21139486,24913604,26.625,64.25
20170606,4.06472445,8.15366459,474.414124,230.021957,197.145325,1.35E-06,0,671.571167,1.61E-05,293.106445,671.559448,101.816521,0,36.0606613,293.106445,0,0,-83.9879379,4.13E-05,2.38E-05,0.011712565,861.38,18.72,24.61,11.65,0,10.31,1.43,0.39,0.3,23845688,28099160,27.8125,68.0625
20170607,4.60511541,9.6468792,475.416534,165.171844,197.058929,5.20E-06,0,672.568726,1.60E-05,293.498596,672.475525,76.9914932,0,37.2061653,293.498596,0,0,-41.3298531,3.12E-05,1.00E-05,0.093249433,860.61,18.57,23.29,14.26,10.22,14.33,1.84,1.11,-0.49,18130820,21362260,25.59375,61.5625
20170608,4.52784014,8.98111439,476.603638,119.333839,198.531479,9.37E-06,0,675.26239,8.99E-06,293.940979,675.135254,64.1995773,0,13.0722466,293.940979,0,0,-33.0818176,2.60E-05,7.66E-06,0.127260089,858.98,18.62,23.23,14.97,11.1,15.74,1.02,0.22,-0.45,12702014,14963876,25.9375,62.84375
20170609,4.80489731,-11.4760408,478.327393,36.9316826,205.096619,6.70E-06,0,683.560242,3.03E-06,289.800446,683.424133,25.9337044,0,-12.4132557,289.800446,0,0,-34.8871651,1.05E-05,7.91E-07,0.136242807,858.84,15.13,17.83,10.29,10.16,13.56,1.42,-1.28,-0.49,4731094,5573316,26.5625,66.40625
20170610,4.14767694,15.4538574,480.314636,226.577469,200.720886,8.16E-07,0,681.048218,1.71E-05,294.636841,681.035461,112.953629,0,31.3151474,294.636841,0,0,-66.8545761,4.58E-05,2.78E-05,0.012707504,859.51,19.51,25.27,14.48,0,12.37,1.32,-0.68,-0.73,24025230,28297680,33.09375,77.09375
20170611,4.18115473,-0.920207798,481.480682,103.747879,197.914551,3.21E-06,0,679.423096,8.53E-06,292.252808,679.395264,53.4409447,0,2.10497594,292.252808,0,0,-49.1193085,2.17E-05,9.93E-06,0.027866323,860.03,18.05,22.27,12.38,0.36,13.28,1.16,0.72,-0.75,13028334,15343868,32.53125,75.03125
20170612,4.05857754,9.34486866,482.119751,197.680969,194.903061,1.78E-06,0,677.043823,1.20E-05,294.161865,677.022827,81.4401932,0,44.2155609,294.161865,0,0,-62.6792831,3.30E-05,1.93E-05,0.0210016,860.63,18.92,23.96,12.29,0.18,13.27,0.97,0.55,-0.62,18864722,22214476,29.59375,67.40625
20170613,4.16189432,9.42910576,482.272919,154.946579,193.145248,6.06E-06,0,675.549438,9.65E-06,294.617889,675.418091,71.3047638,0,39.6984749,294.617889,0,0,-34.5222511,2.89E-05,1.32E-05,0.131260812,861.39,19.64,23.93,15.88,0.93,14.05,1,0.8,-0.26,16467990,19390244,26.9375,60.4375
20170614,4.37392902,-9.5029974,482.427368,53.3155632,195.313553,8.40E-06,0,677.924927,4.07E-06,289.881195,677.740906,34.2715454,0,5.52279711,289.881195,0,0,-23.0215702,1.39E-05,1.43E-06,0.184011251,862.59,15.52,16.87,13.23,4.21,13.12,0.74,0.22,-0.65,5569104,6556388,24.34375,54.1875
20170615,4.06456709,7.39509296,482.700012,165.342087,193.856033,3.65E-06,0,676.593445,9.05E-06,293.225098,676.556091,65.8518829,0,37.4256973,293.225098,0,0,-54.6643562,2.67E-05,1.40E-05,0.037400115,860.82,17.6,22.89,12.95,0.12,13.16,0.78,0.39,-0.33,14183618,16695912,22.28125,49.71875
20170616,3.96280122,14.4661369,482.679779,219.554459,191.295441,1.19E-06,0,673.990051,1.19E-05,295.512238,673.975159,86.0262833,0,48.9868927,295.512238,0,0,-70.0728378,3.49E-05,2.18E-05,0.014825636,858.81,19.68,25.21,14.44,0.33,14.2,1.23,0.84,-0.13,20983460,24699464,20.1875,44.96875
20170617,3.99722934,6.61301613,482.41394,166.018692,189.73938,2.00E-06,0,672.193237,9.70E-06,294.759125,672.153381,61.6491203,0,43.4854279,294.759125,0,0,-54.2698669,2.50E-05,1.33E-05,0.039926149,857.77,19.25,23.93,13.34,0.6,14.71,1.31,0.93,-0.24,16187932,19053244,18.125,40.375
