time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,runoff
20170108,6.49807119,-3.33665276,817.052734,63.8421669,315.799286,5.27E-07,0,1132.86389,8.84E-06,284.527832,1132.85205,24.4480648,0,11.8933678,284.527832,0,0,-30.8374786,9.91E-06,5.48E-07,0.011837498,983.22,10.86,13.38,8.04,3.82,8.29,1.11,-0.65,0.39,3025318,3371668,6.84375,18.4375,22.140625,104.875,143.40625,338.45312,339.64062,417.71875,466.76562
20170109,6.57282162,-2.48647738,816.510986,63.9360046,315.922028,7.25E-07,0,1132.4469,9.79E-06,284.778534,1132.43311,27.2788525,0,18.7590027,284.778534,0,0,-20.3873959,1.11E-05,5.46E-07,0.013887007,982.43,10.48,11.9,7.9,2.68,8.3,2.02,0.22,-1,1665078,1856332,6.71875,18.09375,21.625,104.8125,144.07812,340.45312,341.3125,418.625,464.96875
20170110,6.82200193,-17.3752003,816.257996,13.8560686,318.431244,7.76E-07,0,1134.70715,5.14E-06,280.756378,1134.68933,14.6000891,0,19.5766926,280.756378,0,0,2.94201875,5.92E-06,2.67E-14,0.017905964,987.43,7.4,8.69,5.98,6.02,5.76,2.92,-2.91,-0.23,1407864,1570108,6.640625,17.921875,21.421875,102.8125,146.85938,345.07812,345.20312,428.51562,468.42188
20170111,6.79748583,-17.5414963,817.068542,11.2324705,321.814911,6.58E-07,0,1138.90564,3.97E-06,279.121948,1138.88354,11.4137468,0,13.9257135,279.121948,0,0,-3.43932462,4.63E-06,2.99E-14,0.02213401,990.5,5.94,6.8,4.48,3.52,4.4,2.1,-1.9,0.35,1237226,1380276,6.578125,17.75,21.21875,100.859375,148.84375,352.04688,351.59375,448.89062,481.57812
20170112,6.55797005,-14.6724138,818.187622,91.9758453,320.52063,4.12E-07,0,1138.71289,1.16E-05,279.821289,1138.70837,30.9616032,0,16.3400784,279.821289,0,0,-59.353653,1.26E-05,4.93E-07,0.004618941,989.08,6.82,10.85,3.59,0,1.54,1.41,0.97,0.2,9635526,10753256,6.515625,17.578125,21.015625,99.171875,146.8125,354.5625,356.1875,467.57812,503.84375
20170113,6.52740479,2.82513428,818.585754,94.2379684,318.924042,4.57E-08,0,1137.51221,1.26E-05,281.978363,1137.50989,32.7455482,0,18.2122402,281.978363,0,0,-40.4433784,1.33E-05,6.15E-07,0.002372977,986.44,7.79,11.35,3.16,0,2.33,1.03,-0.46,-0.55,8512958,9503692,6.453125,17.421875,20.828125,97.78125,143.20312,349.9375,354.67188,474.09375,526.0625
20170114,6.57611227,-4.91226578,818.608215,29.2861919,318.473511,4.60E-07,0,1137.09607,5.40E-06,281.115479,1137.08203,14.5010519,0,5.78671789,281.115479,0,0,-13.9100399,5.88E-06,1.92E-08,0.014370818,988.09,7.78,10.43,5.21,0.07,4.43,1.25,-0.33,-0.97,4335396,4841556,6.390625,17.25,20.640625,96.734375,140.07812,341.5625,347.8125,468.29688,540.28125
20170115,6.50136471,0.241117835,818.511658,65.0788956,317.660431,2.13E-07,0,1136.17615,1.26E-05,282.84137,1136.17212,32.5883751,0,8.05766582,282.84137,0,0,-24.1903133,1.32E-05,4.15E-07,0.004114212,987.89,9,12.29,5.7,0.01,3.69,1.55,-0.4,-1.2,7300132,8155280,6.328125,17.109375,20.46875,95.90625,138,333.625,339.4375,454.875,542.4375
20170116,6.49714184,-11.930748,818.199585,43.6000023,316.810822,1.84E-07,0,1135.01501,9.57E-06,280.943817,1135.0105,24.512146,0,-0.809178174,280.943817,0,0,-31.8353748,9.94E-06,1.84E-07,0.004609494,987.97,8.2,11.56,5.12,0.01,3.43,1.05,-0.45,-0.75,4223614,4719728,6.28125,16.96875,20.3125,95.390625,137.4375,328.28125,332.70312,439.10938,533.4375
20170117,6.47055244,2.37405467,817.752014,84.2510452,316.136749,1.57E-07,0,1133.89136,1.35E-05,282.939667,1133.88879,35.049633,0,13.3554983,282.939667,0,0,-33.4661713,1.42E-05,5.56E-07,0.002647872,987.69,9.08,12.44,5.23,0.05,3.41,1.71,-0.51,-1.11,7505256,8389236,6.21875,16.796875,20.125,95.296875,137.54688,325.46875,328.5,425.10938,517.21875
20170118,6.45589781,-1.87254989,817.182495,69.5584259,315.396393,1.30E-08,0,1132.57959,1.24E-05,283.046844,1132.57886,32.0439758,0,8.85923767,283.046844,0,0,-30.5283928,1.30E-05,5.31E-07,0.000760459,989.27,9.63,13.03,5.45,0,3.98,1.51,-0.45,-0.84,7377106,8248384,6.15625,16.796875,20.125,95.0625,137.26562,324.01562,326.26562,414.53125,498.51562
20170119,6.45902538,-2.33474994,816.518127,74.7881546,314.85141,1.21E-07,0,1131.37952,1.06E-05,282.752563,1131.36963,27.7639313,0,13.0514059,282.752563,0,0,-36.3042946,1.13E-05,5.52E-07,0.009948411,992.61,9.85,13.22,5.69,0.19,4.29,1.21,-0.7,-0.54,7456814,8339896,6.109375,16.59375,19.953125,95.28125,136.98438,323.3125,325.07812,407.14062,481.09375
20170120,6.52604437,-10.6302023,815.871582,38.3682556,315.299103,7.51E-07,0,1131.18079,8.41E-06,281.167297,1131.17065,22.8414612,0,0.341426879,281.167297,0,0,-25.8239651,9.26E-06,9.84E-08,0.010134103,992.36,8.82,11.91,5.6,0.72,3.64,1.8,0.36,-0.97,4897110,5478632,6.046875,16.421875,19.71875,95.328125,136.34375,322.98438,324.64062,402.5,466.6875
20170121,6.44890022,-1.97958124,815.292236,97.8689117,314.799164,3.64E-08,0,1130.09265,1.14E-05,282.863159,1130.09143,30.4308395,0,18.8373528,282.863159,0,0,-50.5802612,1.23E-05,9.45E-07,0.001211738,994.94,9.75,13.33,5.13,0,4.08,0.75,0,-0.04,9373620,10489740,5.984375,16.265625,19.53125,94.140625,135.42188,321.54688,323.8125,400.9375,456.60938
20170122,6.42271519,6.1064043,814.636597,93.010704,314.127838,2.30E-08,0,1128.76624,1.47E-05,284.160675,1128.7644,38.6774254,0,13.5148649,284.160675,0,0,-34.701828,1.57E-05,9.97E-07,0.001820935,993.53,10.39,14.46,4.77,0.01,4.01,1.51,-1.41,-0.18,9677832,10833284,5.921875,16.109375,19.34375,92.5,134.4375,318.73438,321.67188,400.21875,451.34375
20170123,6.48380804,-2.98009276,813.920105,31.6762142,313.976044,3.67E-07,0,1127.90601,7.49E-06,282.941528,1127.89624,19.6524029,0,2.16754413,282.941528,0,0,-12.8363037,7.97E-06,1.13E-07,0.009798002,990.9,9.65,11.98,7.51,0.49,5.79,1.3,-1.1,-0.43,3904814,4372272,5.921875,16.015625,19.203125,91.03125,133.0625,315.26562,318.54688,397.5,448.29688
20170124,6.45871401,-2.21229935,813.264526,51.5601158,314.117432,2.82E-07,0,1127.38708,7.84E-06,283.483765,1127.38196,20.995636,0,6.75088024,283.483765,0,0,-26.0285816,8.51E-06,3.86E-07,0.005133408,992.86,9.62,14.47,4.52,0.01,5.28,1.58,1.1,-0.83,4896974,5484804,6.109375,16.203125,19.28125,90.125,131.375,311.85938,315.07812,393.75,445.0625
20170125,6.39839172,7.49613285,812.612366,97.6904373,313.40387,5.15E-08,0,1126.01782,1.65E-05,285.722626,1126.01611,43.7993126,0,16.4808865,285.722626,0,0,-29.9081154,1.78E-05,1.25E-06,0.001578882,991.26,11.42,15.74,4.47,0,5.86,1.5,-0.65,-1.07,10120982,11339128,6.109375,16.21875,19.375,90.171875,130.04688,308.4375,311.65625,389.90625,440.85938
20170126,6.44501352,-6.22215509,811.879639,20.9715672,313.101227,4.52E-07,0,1124.99341,6.53E-06,283.458893,1124.98096,17.4979801,0,-0.271332353,283.458893,0,0,-9.9717598,7.09E-06,1.16E-07,0.012556851,989.99,10.42,13.04,7.47,0.22,7.04,1.57,-0.24,0.41,2638104,2956492,6.484375,17.03125,19.96875,91.015625,129.79688,305.39062,308.29688,386.40625,436.40625
20170127,6.43921757,5.47199726,811.158936,75.6770172,312.868591,4.18E-07,0,1124.03589,1.31E-05,285.312012,1124.02759,34.9362183,0,22.4946537,285.312012,0,0,-12.7675514,1.42E-05,6.66E-07,0.008340413,982.06,11.57,14.46,7.79,0.72,7.68,1.98,0.25,-0.94,6431058,7209324,6.28125,16.703125,20.125,92.921875,130.85938,303.75,305.84375,383.09375,432.14062
20170128,6.56216002,-5.08590412,810.510193,23.3232994,313.890778,9.17E-07,0,1124.41882,6.53E-06,283.963043,1124.401,18.5949936,0,9.90624237,283.963043,0,0,0.087717012,7.54E-06,9.46E-08,0.017891273,977.95,10.86,12.28,9.09,2.54,8.51,2.27,-2.16,0.08,2481964,2783092,6.21875,16.46875,19.6875,94.3125,133.25,303.84375,305.125,381.15625,428.25
20170129,6.41833019,-5.25374651,810.059204,95.3703461,313.696411,1.93E-07,0,1123.75769,1.34E-05,283.8013,1123.75574,36.0068588,0,20.7506008,283.8013,0,0,-43.8674736,1.46E-05,1.01E-06,0.002090224,987.37,10.72,14.99,6.48,0.11,5.18,2.01,-1.77,-0.3,11216578,12581164,6.09375,16.3125,19.53125,94.78125,138.625,305.15625,305.71875,381.21875,425.8125
20170130,6.55981731,-4.72632313,809.568359,19.1949482,313.908203,7.41E-07,0,1123.49219,7.00E-06,282.914673,1123.47668,19.2076073,0,1.99696648,282.914673,0,0,-2.71704531,7.79E-06,4.71E-08,0.015645426,985.98,9.93,11.83,7.17,3.09,6.22,1.68,-0.26,-1.48,2177540,2443162,5.90625,15.96875,19.21875,94.4375,141.46875,308.15625,308.03125,384.09375,424.125
20170131,6.49071884,-10.7169752,809.293579,26.2642708,314.747131,4.78E-07,0,1124.04883,7.35E-06,281.481384,1124.04065,19.4232445,0,5.86765385,281.481384,0,0,-11.69382,7.87E-06,4.37E-08,0.008097623,988.07,8.82,11.19,6.76,0.36,4.52,1.79,-0.76,-1.32,5399350,6059716,5.875,15.875,19.09375,93.125,143.875,312.46875,311.96875,392,425.4375
20170201,6.48447371,-3.96017098,809.119751,33.6954155,314.387238,7.04E-07,0,1123.52124,7.72E-06,281.914673,1123.50684,20.8348274,0,10.556694,281.914673,0,0,-6.26161242,8.45E-06,2.77E-08,0.014295233,991.08,8.84,10.75,6.14,0.2,4.76,1.62,-0.69,-1.04,4722860,5302072,5.75,15.65625,18.875,91.53125,145.09375,317.84375,316.84375,402.5,430.3125
20170202,6.46223211,-9.58573627,808.948547,28.9965477,314.097931,5.15E-07,0,1123.05383,7.36E-06,281.094696,1123.04651,19.5019684,0,4.3481555,281.094696,0,0,-14.7349739,7.91E-06,3.14E-08,0.007407232,988.08,8.35,10,6.79,0,3.61,1.28,-0.22,-1.06,3772824,4236724,5.6875,15.5,18.65625,90.03125,142.375,320.84375,321.0625,410.53125,437.15625
20170203,6.44789076,-6.37886858,808.703918,56.5078163,313.633911,8.96E-08,0,1122.34021,7.51E-06,281.891693,1122.33801,19.6317196,0,12.1717787,281.891693,0,0,-31.0889702,7.96E-06,3.55E-07,0.002350662,985.74,9.63,12.24,6.63,0.01,5.02,0.9,-0.32,-0.38,7490302,8413600,5.625,15.34375,18.5,88.4375,139.125,319.25,321.625,413.96875,444.34375
20170204,6.40647221,1.82406485,808.365723,96.2534027,312.94931,1.89E-08,0,1121.31592,1.29E-05,283.557556,1121.31531,34.5660019,0,13.7898016,283.557556,0,0,-46.0706139,1.40E-05,1.06E-06,0.000836805,982.69,9.28,14.8,3.8,0,4.59,1.73,-1.15,-1.07,11804278,13263140,5.59375,15.28125,18.34375,86.96875,135.25,314.90625,318.65625,412.3125,449.84375
20170205,6.38692284,12.7758045,807.895081,98.207077,312.134583,1.96E-07,0,1120.03662,1.56E-05,285.910858,1120.02979,42.0377846,0,20.8351288,285.910858,0,0,-22.5468445,1.70E-05,1.27E-06,0.006951121,979.49,11.15,14.78,3.72,0.36,5.42,1.67,-1.52,0.32,12459480,14003352,5.78125,15.4375,18.40625,85.84375,131.5625,308.59375,313.34375,406.46875,452.1875
20170206,6.66806269,-0.072843194,807.389771,25.611805,313.143829,7.79E-07,0,1120.55432,6.11E-06,284.544342,1120.53357,17.3376274,0,5.87672806,284.544342,0,0,-2.47005677,7.03E-06,1.35E-07,0.020751683,978.65,11.2,13.2,9.84,6.83,8.83,1.53,-0.93,-0.64,2943458,3309168,6.34375,16.375,19.09375,86.375,129.65625,302.34375,307.1875,398.78125,451.28125
20170207,6.78882217,-20.6546211,807.775208,10.8517714,318.055756,1.17E-06,0,1125.85046,7.68E-06,280.586792,1125.83081,21.8434067,0,4.64950466,280.586792,0,0,-5.02787018,8.86E-06,5.08E-09,0.019480152,985.16,8.19,10.96,4.73,7.31,5.35,3.08,-2.69,-0.78,1172620,1318692,6.9375,18.5,21.6875,92,133.4375,301.375,303.71875,394.125,451.34375
20170208,6.44883728,-16.4057293,808.749939,137.575851,316.554169,1.63E-07,0,1125.30591,1.78E-05,279.874573,1125.3042,46.9667473,0,32.9593353,279.874573,0,0,-74.0622711,1.90E-05,1.11E-06,0.00178056,992.25,7.76,12.79,3.4,0,-0.22,1.84,-1.55,0.45,14120614,15884312,6.5625,17.96875,22.375,105.0625,141.59375,313,308.96875,398.53125,454.75
20170209,6.44466734,8.4881897,809.001282,107.833061,315.002808,1.05E-07,0,1124.00793,1.36E-05,283.16098,1124.00403,36.412468,0,22.5948582,283.16098,0,0,-40.3240128,1.48E-05,1.06E-06,0.003871252,990.38,8.85,12.21,3.85,0.05,2.78,0.66,0.38,-0.09,8491854,9555240,6.15625,16.75,20.90625,114.1875,146.875,333.53125,325.25,413.34375,458.125
20170210,6.62760925,-9.20124054,808.998596,50.7735443,315.425537,6.21E-07,0,1124.44971,6.75E-06,281.321381,1124.42419,18.5962105,0,12.66922,281.321381,0,0,-28.7168388,7.54E-06,1.72E-07,0.025554687,993.21,7.71,10.77,5.39,2.17,5.35,1.31,-0.28,-0.78,4971552,5595712,5.875,15.84375,19.53125,112.65625,151.5,349.21875,343.40625,431.78125,462.5
20170211,6.47090864,-12.1440697,809.191101,101.152145,315.422516,8.80E-07,0,1124.62183,1.25E-05,280.647247,1124.61328,35.2178574,0,23.7630634,280.647247,0,0,-54.3210831,1.43E-05,8.54E-07,0.008253963,994.48,8.44,12.46,4.15,0.19,3.08,1.17,0.43,0.02,10261260,11552880,5.71875,15.4375,18.71875,106,155.40625,355.1875,354.03125,446.375,472.03125
20170212,6.41777134,5.23689938,809.160156,124.047684,314.168549,4.53E-08,0,1123.32983,1.53E-05,283.074768,1123.32886,41.7409592,0,14.1687021,283.074768,0,0,-62.8922386,1.69E-05,1.57E-06,0.001107403,991.97,8.85,14.06,3.88,0,3.07,1.53,-1.23,-0.56,13973034,15736216,5.6875,15.34375,18.4375,98.96875,154.65625,353.71875,356.15625,452.875,485.1875
20170213,6.4413538,8.22222328,808.85614,80.6793747,313.234924,1.01E-07,0,1122.09766,1.45E-05,284.194153,1122.09119,37.9439354,0,17.2098579,284.194153,0,0,-17.2944851,1.54E-05,8.14E-07,0.006587811,992.23,10.88,15.89,3.9,0.3,4.55,2.16,-1.63,0.46,9864926,11112888,5.71875,15.34375,18.375,93.71875,149.34375,346.0625,351.53125,450.5625,495.90625
20170214,6.54613113,-1.06078291,808.537109,32.1077042,314.017761,5.69E-07,0,1122.57812,4.54E-06,283.290039,1122.55493,12.8739004,0,8.2355051,283.290039,0,0,-12.0588188,5.22E-06,1.15E-07,0.023259532,993.83,9.6,11.86,7.26,1.38,6.69,1.03,0.37,-0.02,4770930,5376144,6.5,16.15625,18.84375,90.375,142.875,334.09375,341.6875,442.1875,500
20170215,6.460289,-1.97988093,808.383667,77.5866089,314.079803,7.10E-07,0,1122.47131,1.05E-05,284.316803,1122.46362,30.060173,0,15.1251602,284.316803,0,0,-34.388504,1.22E-05,9.37E-07,0.007812317,986.74,10.3,14.51,4.52,0,6.42,1.49,0.05,-0.67,7822822,8817900,7.5,17.625,20.25,88.96875,137.15625,321.03125,329.21875,430.28125,497.1875
20170216,6.37180853,15.3307228,808.116394,130.314377,312.839172,1.35E-07,0,1120.95947,1.96E-05,287.273804,1120.95544,54.5736084,0,19.6059437,287.273804,0,0,-40.7914543,2.21E-05,2.38E-06,0.003928586,982.52,12.89,18.46,4.45,0.02,7.52,2.22,-1.86,-0.3,15350202,17310764,8.65625,19.5,22.21875,90.4375,133.3125,309.625,317.03125,417.25,488.5
20170217,6.40798378,-0.610716522,807.628967,50.7955208,312.098145,3.28E-07,0,1119.73376,9.46E-06,285.669464,1119.72693,25.9607124,0,0.885770917,285.669464,0,0,-24.5633011,1.05E-05,7.34E-07,0.006650408,987.9,11.46,17.08,6.74,0.02,7.48,1.61,-0.01,-0.71,5931618,6692628,10.1875,22.53125,25.3125,96.96875,132.09375,301.1875,307.03125,406.5,476.34375
20170218,6.43488836,10.516202,807.087952,64.7931824,311.890228,2.69E-07,0,1118.99341,1.06E-05,287.572266,1118.97827,29.2086029,0,12.5417042,287.572266,0,0,-12.5204649,1.18E-05,9.85E-07,0.015220848,984.24,13.01,15.94,6.66,1.2,9.85,1.45,-0.72,-0.42,5102748,5760178,10.5625,24.3125,27.90625,111.25,134.65625,297.0625,300.5625,398.71875,463.53125
20170219,6.38673306,11.01017,806.560425,83.9462204,311.612457,4.81E-07,0,1118.18054,1.35E-05,289.059662,1118.17297,38.549324,0,9.69671345,289.059662,0,0,-24.686615,1.56E-05,1.67E-06,0.00766933,972.43,15.08,19.81,11.3,0.06,11.43,2.12,-1.55,-0.71,10790958,12187156,10.4375,23.90625,27.8125,127.90625,140.53125,299.40625,299.25,394.875,451.71875
20170220,6.90143871,3.73155141,806.127563,31.4791584,314.334717,9.88E-07,0,1120.4856,7.07E-06,288.243958,1120.46216,20.806057,0,7.29481506,288.243958,0,0,0.350653112,8.44E-06,3.78E-07,0.023290655,972.03,14.9,16.65,12.24,12.42,12.36,1.67,-0.21,-0.75,3961676,4476204,10.65625,23.8125,27.625,137.90625,154.5,315.65625,308.8125,398.25,443.34375
20170221,6.91814137,-33.1398773,807.549377,12.4216671,321.308502,1.53E-06,0,1128.87158,1.23E-05,280.002838,1128.85767,34.1976547,0,13.8875399,280.002838,0,0,2.50684977,1.39E-05,5.82E-09,0.013734883,982.22,7.47,12.67,5.79,6.27,3.69,4.03,-3.86,-0.96,1404112,1587316,12.84375,32.6875,37.34375,154.40625,195.46875,357.875,339.1875,426.625,450.375
20170222,6.56835365,-10.7492552,809.764832,85.8683243,320.170532,7.46E-07,0,1129.95398,1.39E-05,281.272522,1129.93542,37.1555176,0,30.1977386,281.272522,0,0,-29.2659225,1.51E-05,3.82E-07,0.018593045,989.79,8.04,10.99,5.09,0.07,2.7,1.59,-0.9,-0.88,7529462,8516230,11.96875,31.96875,40.34375,199.625,248.75,444.40625,405.96875,503.78125,478.875
20170223,6.53728247,-10.4068317,811.054688,74.0366211,318.256592,9.39E-07,0,1129.33325,1.00E-05,280.736084,1129.31116,27.5977726,0,25.0308781,280.736084,0,0,-31.814373,1.12E-05,2.46E-07,0.021965941,992.56,6.84,9.72,2.57,0.56,3.53,0.99,-0.46,-0.59,5954818,6738540,10.53125,28.3125,36,222.625,278.40625,545.59375,505.5,616.09375,526.78125
20170224,6.51495314,-5.34307909,811.640625,89.106308,316.999634,9.36E-07,0,1128.65771,1.11E-05,281.821106,1128.6405,31.3340225,0,25.2125454,281.821106,0,0,-37.9050446,1.27E-05,6.65E-07,0.017427091,992.25,7.72,10.9,2.61,0.39,2.8,0.92,-0.16,-0.34,9277364,10502848,9.28125,24.90625,31.625,212.125,301.21875,615,590.875,721.5,603.5625
20170225,6.46991968,-8.66810513,811.819641,94.2006989,315.843475,4.51E-07,0,1127.66968,1.18E-05,281.420288,1127.66321,32.5907974,0,18.0032978,281.420288,0,0,-52.2772675,1.32E-05,1.01E-06,0.006550413,990.07,8.54,12.64,1.99,0.01,2.68,1.06,0.49,-0.34,10719984,12141996,8.25,22.46875,28.15625,190.5625,305.375,647.625,639.4375,795.25,704.34375
20170226,6.42980576,7.19376564,811.686401,117.247658,314.666046,5.75E-08,0,1126.35364,1.47E-05,283.835968,1126.35242,40.3907356,0,24.6772194,283.835968,0,0,-44.9762993,1.64E-05,1.58E-06,0.001206295,990.71,9.78,14.45,1.92,0.01,3.84,1.21,-0.67,0.11,11632862,13182280,8.0625,21.40625,26.1875,169.34375,289,642.375,649.25,830.5,799.59375
20170227,6.44668198,1.66753364,811.327515,95.35289,313.893829,1.32E-07,0,1125.22546,1.18E-05,284.009888,1125.22168,32.8590775,0,19.9510326,284.009888,0,0,-40.8732681,1.33E-05,1.36E-06,0.004160692,988.91,10.76,15.09,6.39,0.36,5.03,1.12,0.15,0.28,11774388,13348998,8.28125,21.53125,25.625,151.90625,263.84375,608.03125,625.625,828.21875,862.78125
20170228,6.39968777,2.50578356,810.860962,115.756081,313.155182,2.13E-07,0,1124.0199,1.67E-05,285.159241,1124.01611,47.1510201,0,16.2728386,285.159241,0,0,-49.8277206,1.91E-05,2.25E-06,0.003792115,988.09,11.45,15.55,6.74,0,5.77,1.42,-1.07,0.2,11823288,13410996,8.65625,22.65625,26.40625,138.65625,238.5,560.75,583.125,795.78125,886.25
20170301,6.32547998,0.855794609,810.14856,154.347717,311.64798,1.33E-07,0,1121.79797,2.27E-05,285.085144,1121.79663,66.0558167,0,19.1009121,285.085144,0,0,-68.3321609,2.68E-05,3.97E-06,0.001465371,990.29,12.78,19.37,6.84,0,3.32,1.62,-0.75,-0.68,16476922,18699282,8.875,23.5,27.375,129.6875,216.03125,511.46875,534.65625,745.09375,874.21875
20170302,6.39878607,5.1611042,809.162292,58.5524178,310.905334,1.53E-07,0,1120.07239,1.76E-05,285.185974,1120.06775,46.1642952,0,-6.34596252,285.185974,0,0,-13.5683994,1.87E-05,9.14E-07,0.004764134,982.2,13.04,16.04,8.91,0.33,4.62,1.86,-0.17,-1.53,5785254,6568360,8.28125,22.15625,26.46875,124.78125,197.9375,466.15625,487.96875,688.0625,836.9375
20170303,6.52221394,-0.143678606,808.212158,39.831131,311.786499,3.49E-07,0,1120.01392,7.99E-06,284.742828,1119.99854,21.6886311,0,3.52517867,284.742828,0,0,-14.7601795,8.79E-06,4.52E-07,0.015270996,978.92,11.73,15.32,9.26,2.31,7.45,1.02,-0.09,-0.65,4934125,5605182,8.71875,21.34375,25.0625,120.46875,184.4375,428.46875,447.21875,633.71875,786.46875
20170304,6.54491091,7.39726496,807.514282,90.1923599,312.964813,7.90E-07,0,1120.49512,1.37E-05,287.036346,1120.479,39.5797577,0,19.3914032,287.036346,0,0,-23.8232555,1.60E-05,1.60E-06,0.015977295,978.65,13.07,16.57,9.54,3.18,8.83,1.37,-0.98,-0.36,9376276,10656163,10.75,22.90625,26,116.5625,175.84375,400.40625,415.125,586.5,733.5
20170305,6.6345458,0.383705497,807.179138,61.3353691,314.848755,9.54E-07,0,1122.04614,1.15E-05,285.886688,1122.02808,32.8851852,0,10.9858456,285.886688,0,0,-17.0806885,1.33E-05,9.24E-07,0.018237714,984.01,11.4,14.61,9,1.5,7.52,2.32,-2.09,-0.76,6104855,6942050,11.84375,24.53125,27.96875,118.53125,172.5625,381.09375,392,550.53125,686.375
20170306,6.67066431,-2.67104506,807.316528,61.3519859,316.413361,1.08E-06,0,1123.75012,1.18E-05,285.382324,1123.72998,33.9243088,0,15.634593,285.382324,0,0,-14.4666061,1.38E-05,9.17E-07,0.020278966,985.1,10.53,12.39,9.07,3.22,7.87,1.31,-0.73,-0.67,4472577,5088586,11.21875,23.78125,27.78125,127.84375,171.71875,369.6875,376.75,526.1875,647.375
20170307,6.60055494,-1.96869504,807.858826,51.1599197,317.361938,1.06E-06,0,1125.25024,7.42E-06,284.838165,1125.22095,21.853344,0,16.0956001,284.838165,0,0,-15.1785078,8.86E-06,3.81E-07,0.029464221,986.16,10.6,13.01,9.06,1.72,8.29,1.01,-0.28,-0.62,5510580,6272427,10.1875,22.03125,26,135.1875,172.21875,366.5,369.40625,509.125,616.125
20170308,6.53657007,-3.54510927,808.337097,82.2842255,316.458557,1.14E-06,0,1124.81042,1.07E-05,284.806244,1124.79565,31.4068623,0,20.9470901,284.806244,0,0,-33.4765358,1.27E-05,9.39E-07,0.014755978,983.38,10.89,15.11,6.42,1.01,7.25,1.57,0.2,-0.99,10938615,12456167,9.34375,20.5625,24.3125,133.75,175.125,370.375,369.75,498.0625,591.1875
20170309,6.47864628,1.14480758,808.492126,44.948967,315.558289,4.33E-07,0,1124.05786,9.53E-06,285.056305,1124.05042,25.7180748,0,5.28336334,285.056305,0,0,-12.8012171,1.04E-05,4.61E-07,0.007475341,978.36,11.68,13.77,7.51,0.02,7.53,1.46,-1.04,-0.64,4511680,5140315,8.65625,19.5625,23.09375,127.1875,178.1875,377.28125,375.3125,493.0625,571.65625
20170310,6.46726561,1.27082062,808.375549,47.3924255,314.645569,4.21E-07,0,1123.02771,8.12E-06,285.560181,1123.02124,22.5243034,0,7.17034435,285.560181,0,0,-16.4251957,9.13E-06,5.86E-07,0.006578901,979.73,11.88,14.66,9.21,0.01,8.42,0.98,-0.48,0.01,4809724,5482421,10.5,21.625,24.03125,120.34375,178.125,381.90625,381.125,493.21875,557.21875
20170311,6.44515228,1.68193066,808.068298,51.0231094,313.86731,9.36E-08,0,1121.93835,8.86E-06,286.054779,1121.93579,23.9113998,0,7.49874401,286.054779,0,0,-17.9309101,9.69E-06,7.36E-07,0.002738399,979.54,14.06,16.86,9.94,0.41,9.36,1.37,-1.32,-0.07,6089561,6944533,12.25,25.1875,27.875,118.53125,176.4375,382.1875,383.5,495.6875,547.0625
20170312,6.86500549,3.1391089,807.697449,50.8282471,315.516174,4.80E-07,0,1123.22803,9.73E-06,286.601471,1123.21362,27.031702,0,11.3142853,286.601471,0,0,-9.34510708,1.10E-05,7.54E-07,0.014384275,976.62,12.87,14.36,10.59,13.16,11.07,1.76,-1.67,-0.36,2121973.2,2421012.2,14.0625,30.65625,34.21875,131.40625,182.90625,382.46875,383.90625,499.46875,542.65625
20170313,6.65920687,-14.9960022,808.739258,21.900671,319.800537,1.41E-06,0,1128.55908,8.13E-06,282.46933,1128.53992,23.614481,0,13.6233282,282.46933,0,0,0.336553007,9.57E-06,3.42E-08,0.019296467,983.82,9.59,10.7,8.28,3.21,7.38,2.81,-2.74,-0.43,1623322.5,1853140,14.65625,35.125,41.84375,178.59375,211.21875,400.6875,393.65625,514.84375,553.125
20170314,6.62310505,-4.10969973,809.945679,25.8027916,318.778503,1.02E-06,0,1128.75073,5.84E-06,283.171234,1128.72449,17.0912113,0,9.60170746,283.171234,0,0,-3.21790576,6.93E-06,7.50E-08,0.026575193,984.74,9.86,12.11,8.27,0.86,7.49,1.37,-0.65,-0.49,2076648,2371732,13.53125,33.375,41.625,237.125,251.5625,450.03125,429.46875,554.875,577.625
20170315,6.57583904,-6.54766035,810.697388,37.9892273,317.979401,7.78E-07,0,1128.69177,7.41E-06,283.097046,1128.67688,20.7210197,0,6.77775526,283.097046,0,0,-17.0393772,8.40E-06,2.11E-07,0.015015869,983.99,10.12,12.61,6.32,0.97,5.91,1.3,-0.34,-1.13,5460528,6239741,12.59375,31.34375,38.8125,253.4375,301.09375,512.78125,487.6875,612,609.125
20170316,6.54074574,7.74537563,811.059387,88.2732162,316.974457,6.25E-07,0,1128.0448,1.47E-05,285.757019,1128.03394,41.0348282,0,20.4137001,285.757019,0,0,-19.0743046,1.66E-05,1.32E-06,0.010906416,982.04,12.1,14.5,6.98,0.26,6.43,1.28,-0.9,-0.54,10334073,11813295,11.5,29.3125,36.40625,242.625,342.59375,574.59375,551.1875,672.40625,650.25
